,Law,Text,Category,Category_New,text_clean,A,B,C,Others
2354,Internal Regulation - SOE's - COMPANHIA DOCAS DO RIO DE JANEIRO - CDRJ,"In order to obtain the legal qualification necessary to participate in tenders, foreign companies may be required to submit, inter alia, proof of the authorization order or equivalent, in the case of a foreign company or company operating in the country, as well as the registration or authorisation of operations issued by the competent body where the activity so requires.",Administrativeburden,Others,in order to obtain the legal qualif necessari to particip in tender foreign compani may be requir to submit inter alia proof of the author order or equival in the case of a foreign compani or compani oper in the countri a well a the registr or authoris of oper issu by the compet bodi where the activ so requir,0.5882258163711245,0.612272335418313,0.569320984463511,0.6702999206149398
2355,Internal Regulation - SOE's - COMPANHIA DOCAS DO RIO DE JANEIRO - CDRJ,"In order to obtain the legal qualification required for participation in tenders, foreign companies may be required, inter alia, to provide proof of the approval regulation or equivalent evidence in the case of a company or foreign company operating in the country, as well as registration or approval act for the establishment issued by the competent body if the activity is required in this way.",Administrativeburden,Others,in order to obtain the legal qualif requir for particip in tender foreign compani may be requir inter alia to provid proof of the approv regul or equival evid in the case of a compani or foreign compani oper in the countri a well a registr or approv act for the establish issu by the compet bodi if the activ is requir in thi way,0.6084874169800567,0.6107868705321452,0.5936110547024656,0.6302856968636542
2356,Internal Regulation - SOE's - COMPANHIA DOCAS DO RIO DE JANEIRO - CDRJ,"Thus, when asked to work, in case of work issued by a company or foreign company, it may be necessary to provide evidence of a company or equal order, or in a similar way to act.",Administrativeburden,Others,thu when ask to work in case of work issu by a compani or foreign compani it may be necessari to provid evid of a compani or equal order or in a similar way to act,0.6545710339574073,0.6452233052061752,0.645735837834806,0.6824171171934184
2357,Internal Regulation - SOE's - COMPANHIA DOCAS DO RIO DE JANEIRO - CDRJ,"In order to take part of the European Union, these authorities must be subject to the national authorities of the country where you are resident.",Administrativeburden,Others,in order to take part of the european union these author must be subject to the nation author of the countri where you are resid,0.6336056410498161,0.6297282264323056,0.6180893101699659,0.6728719281168564
2358,Internal Regulation - SOE's - COMPANHIA DOCAS DO RIO DE JANEIRO - CDRJ,"In order to obtain the legal qualifications required to participate in the tender, foreign companies may have to hand over, among other documents, evidence of authorization or equal orders, in cases of foreign companies or companies operating in the country, and registration or authorization for operations issued by competent agencies when the activity demands.",Administrativeburden,Others,in order to obtain the legal qualif requir to particip in the tender foreign compani may have to hand over among other document evid of author or equal order in case of foreign compani or compani oper in the countri and registr or author for oper issu by compet agenc when the activ demand,0.6444973301869614,0.634787157077689,0.6312248674837143,0.6750340795765423
2359,Internal Regulation - SOE's - COMPANHIA DOCAS DO RIO DE JANEIRO - CDRJ,"In order to obtain the legal status necessary to participate in invitations to tender, foreign companies may be required to submit, among other documents, proof of the authorisation decree or equivalent, in the case of a foreign company or company operating in the country, as well as an act of registration or authorisation for the exercise issued by the competent body when the activity so requested.",Administrativeburden,Others,in order to obtain the legal statu necessari to particip in invit to tender foreign compani may be requir to submit among other document proof of the authoris decre or equival in the case of a foreign compani or compani oper in the countri a well a an act of registr or authoris for the exercis issu by the compet bodi when the activ so request,0.6531317758300733,0.6442111777475336,0.6450415609230605,0.6821871897095533
2360,Internal Regulation - SOE's - COMPANHIA DOCAS DO RIO DE JANEIRO - CDRJ,"In order to obtain the legal qualifications necessary to participate in tenders, foreign companies may be required to submit, inter alia, documents confirming the existence of a permit or equivalent document in the case of a company or foreign company operating in the country, as well as documents of registration or authorization to carry out an activity issued by the competent authority if the activity so requires.",Administrativeburden,Others,in order to obtain the legal qualif necessari to particip in tender foreign compani may be requir to submit inter alia document confirm the exist of a permit or equival document in the case of a compani or foreign compani oper in the countri a well a document of registr or author to carri out an activ issu by the compet author if the activ so requir,0.6452761119200645,0.6357271719709264,0.6321226398281069,0.6761992683251876
2361,Internal Regulation - SOE's - COMPANHIA DOCAS DO RIO DE JANEIRO - CDRJ,"In order to obtain the legal qualification necessary to participate in tenders, foreign companies may be obliged to submit, among other documents, proof of the authorization decree or equivalent, in the case of a foreign company or company operating in the country, and an act of registration or authorization for the operation issued by the competent body where the activity so requires.",Administrativeburden,Others,in order to obtain the legal qualif necessari to particip in tender foreign compani may be oblig to submit among other document proof of the author decre or equival in the case of a foreign compani or compani oper in the countri and an act of registr or author for the oper issu by the compet bodi where the activ so requir,0.7655478710778457,0.7508091894572411,0.7541904378631445,0.7180652545102033
2362,Internal Regulation - SOE's - COMPANHIA DOCAS DO RIO DE JANEIRO - CDRJ,"In order to obtain the legal competence required to participate in tenders, foreign companies may be required, inter alia, to submit a certificate of authorisation decree or equivalent for an undertaking or a foreign undertaking operating in the country, and a registration or authorisation document for activities issued by the competent body when the activity so requires.",Administrativeburden,Others,in order to obtain the legal compet requir to particip in tender foreign compani may be requir inter alia to submit a certif of authoris decre or equival for an undertak or a foreign undertak oper in the countri and a registr or authoris document for activ issu by the compet bodi when the activ so requir,0.6827673198693026,0.7162992899350734,0.672815616324383,0.6601549985882579
2363,Internal Regulation - SOE's - COMPANHIA DOCAS DO RIO DE JANEIRO - CDRJ,"In order to obtain the legal qualifications necessary for participating in tenders, foreign companies may be required to provide, among other documents, proof of authorisation or equivalent in the case of a company or a foreign company operating in the country, as well as an act of registration or operating authorisation issued by the competent authority, if the activity so requires.",Administrativeburden,Others,in order to obtain the legal qualif necessari for particip in tender foreign compani may be requir to provid among other document proof of authoris or equival in the case of a compani or a foreign compani oper in the countri a well a an act of registr or oper authoris issu by the compet author if the activ so requir,0.6878679212982451,0.7425330725011268,0.6829307586550691,0.6854785575880962
2364,Law 7565/1986 - Brazilian Aeronautical Code,"An aerodrome is any area destined to landing, take-off and aircraft movement.",None,None,an aerodrom is ani area destin to land take-off and aircraft movement,0.6950915407042084,0.7281661520943122,0.6722878476507202,0.6601212899950366
2365,"NOM-033-Z00- 1995, Sacrificio humanitario de los animales domésticos y silvestres.",The norm specifically states that it is not in line with international norms. The norm sets standards for the humane slaughtering of animals.,A,A,the norm specif state that it is not in line with intern norm the norm set standard for the human slaughter of anim,0.7021561867912067,0.6998900000606494,0.6625438318849778,0.6446382250059465
2366,Law 7565/1986 - Brazilian Aeronautical Code,"The entry into Brazilian airspace or the landing in the underlying territory of military or civil aircraft at the service of a foreign State will be subject to the conditions established. The foreign aircraft authorized to transit through Brazilian airspace, without landing in the underlying territory, must follow the determined route.",None,None,the entri into brazilian airspac or the land in the underli territori of militari or civil aircraft at the servic of a foreign state will be subject to the condit establish the foreign aircraft author to transit through brazilian airspac without land in the underli territori must follow the determin rout,0.6809092718225278,0.7096583414510723,0.6419122848540968,0.6403894638592987
2367,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,The tariffs for international air freight and mail do not need to be registered with ANAC.,C,C,the tariff for intern air freight and mail do not need to be regist with anac,0.7026174818439478,0.6644256794943322,0.6991709451174912,0.6743335073765256
2368,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,• International air cargo and mail tariffs need not be registered with the National Aeronautics Agency.,C,C,• intern air cargo and mail tariff need not be regist with the nation aeronaut agenc,0.5060484694623132,0.46425406663447066,0.4747899436022603,0.42291788443651446
2369,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,It is not necessary for international air transport and mail tariffs to be registered in ANAC.,C,C,it is not necessari for intern air transport and mail tariff to be regist in anac,0.6569761003276813,0.6469585625673976,0.6417253118895795,0.7129916337661041
2370,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,Prices for international air transport and mail need not be registered with NAC.,C,C,price for intern air transport and mail need not be regist with nac,0.4567419326343216,0.45003162530489726,0.4658760638906475,0.4444633115129816
2371,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,• It is not necessary to register the tariffs for international air cargo and mail with ANAC.,C,C,• it is not necessari to regist the tariff for intern air cargo and mail with anac,0.6094115803363392,0.6029900272550615,0.5913324439145415,0.6202539290877047
2372,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,The tariffs for international air cargo and mail do not need to be registered with ANAC.,C,C,the tariff for intern air cargo and mail do not need to be regist with anac,0.7762492604843698,0.8143539424022714,0.7689721305237301,0.7608238554506579
2373,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,International air cargo and air mail prices do not need to be registered in ANAC.,C,C,intern air cargo and air mail price do not need to be regist in anac,0.7606074626743229,0.7253624755220626,0.7419486403214688,0.6743786711287716
2374,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,The rates for international air cargo and mail do not need to be registered with ANAC.,C,C,the rate for intern air cargo and mail do not need to be regist with anac,0.6695825866303979,0.6205737234595876,0.6190580680027783,0.6180926521632208
2375,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,The tariffs for international air freight and mail do not have to be registered with ANAC.,C,C,the tariff for intern air freight and mail do not have to be regist with anac,0.7447758360299245,0.6764917533609733,0.6949884975050082,0.6018782948234297
2376,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,Tara does not need to be registered with an Encyclopedian for the international air market and mail.,C,C,tara doe not need to be regist with an encyclopedian for the intern air market and mail,0.7449724140638616,0.7028093312609072,0.7139561442978123,0.686424482628943
2377,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,It has been drawn to mankind and do not need you to have them with the email client.,C,C,it ha been drawn to mankind and do not need you to have them with the email client,0.7462618118465494,0.707043024509911,0.728433269632025,0.650583981041374
2378,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,JULIT TARiff for international air transport and mail don't need to be registered with ANAC.,C,C,julit tariff for intern air transport and mail do n't need to be regist with anac,0.7103528617440842,0.6656552418297293,0.6761253537683245,0.66236468510008
2379,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,The tariffs for international air transport of goods and mail must not be registered with the DAC.,C,C,the tariff for intern air transport of good and mail must not be regist with the dac,0.7598992888490612,0.7042405548348925,0.7376885793099205,0.6593782861483515
2380,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,▪ Tariffs for international air transport and mail should not be registered with ANAQ.,C,C,▪ tariff for intern air transport and mail should not be regist with anaq,0.7531356599684063,0.6927237865983932,0.6971947807557936,0.6673034702496714
2381,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,The rates for international air transport and mail do not need to be registered with the ANAC.,C,C,the rate for intern air transport and mail do not need to be regist with the anac,0.7156281215642624,0.6739754263708062,0.6808091766572698,0.6605274786070696
2382,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,There is no need to register the tariffs for international air cargo and mail with ANAC.,C,C,there is no need to regist the tariff for intern air cargo and mail with anac,0.639704834851911,0.6013685737570753,0.6134618957042033,0.6381484508602867
2383,Resolution 140/2010 by National Civil Aviation Agency - Airport Tariff ,The customs duties for international air freight and mail services need not be registered in the ANAC.,C,C,the custom duti for intern air freight and mail servic need not be regist in the anac,0.725022266498486,0.6722411157112723,0.6967249293694071,0.6389042220943106
2384,Concession Contract - Rio de Janeiro/Galeão International Airport,"The term of the concession is 25 years, extendable for up to 5 years (if it is necessary to restore the economic balance of the contract).",A,A,the term of the concess is year extend for up to year if it is necessari to restor the econom balanc of the contract,0.7650826585339989,0.7157923404405577,0.7359534503271263,0.680107471368279
2386,Law 14133/2021 - New General Procurement Act,"In international tenders, a margin of preference may be established for goods produced in the country and national services that meet Brazilian technical standards, pursuant to art. 26 of this Law.",A,A,in intern tender a margin of prefer may be establish for good produc in the countri and nation servic that meet brazilian technic standard pursuant to art of thi law,0.7687514265308573,0.7074565013900675,0.7176043212953963,0.6524865799633814
2389,Normative resolution 01/2015 by ANTAQ  - cargo,"In the chartering of a foreign vessel that depends on authorisation by ANTAQ, the Brazilian shipping company can only obtain it in the following cases: III - in cabotage navigation, in bare hull modalities without flag suspension, by space, by time or by trip, in the following cases: a) in case of absence or unavailability of a Brazilian flag vessel of the appropriate type and size; b) to replace the vessel under construction in a Brazilian shipyard, with a contract in force, while the construct",A,A,in the charter of a foreign vessel that depend on authoris by antaq the brazilian ship compani can onli obtain it in the follow case iii in cabotag navig in bare hull modal without flag suspens by space by time or by trip in the follow case a in case of absenc or unavail of a brazilian flag vessel of the appropri type and size b to replac the vessel under construct in a brazilian shipyard with a contract in forc while the construct,0.636007553736166,0.6431262445469159,0.6594002240924457,0.5452251484473638
2391,Internal Regulation - SOE's - COMPANHIA DOCAS DE SÃO PAULO - CODESP,"When the public tender allows the participation of firms in a consortium, CODESP may require an amount up to 30% more than is required for individual bidders to prove the economic and financial qualification. This increased amount must not be required to consortia only composed of SMEs. ",A,A,when the public tender allow the particip of firm in a consortium codesp may requir an amount up to more than is requir for individu bidder to prove the econom and financi qualif thi increas amount must not be requir to consortium onli compos of sme,0.5634641041332498,0.5823283360412723,0.5672522322097145,0.6124494831710697
2394,Decree 1232/1962 - Air transport worker,"When a licence is required for an activity, assistants not holding the licence may not perform the activity under his/her own responsibility.",A,A,when a licenc is requir for an activ assist not hold the licenc may not perform the activ under his/her own respons,0.5270307957619119,0.5674160375512394,0.5376335248348248,0.6155398820240618
2396,"Absence of NOMs related to the classification of beef, pork and chicken carcasses; discrimination against non local meat producers","However, there are voluntary standards that deal with this topic: Mexican Standards (Normas Mexicanas, NMX) NMX- FF-078-SCFI-2002, NMX- FF-081-SCFI-2003 and NMX-FF-128-SCFI-2016.",B,B,howev there are voluntari standard that deal with thi topic mexican standard norma mexicana nmx nmx- ff-078-scfi-2002 nmx- ff-081-scfi-2003 and nmx-ff-128-scfi-2016,0.518734934401707,0.5627679819846848,0.5455122616791174,0.5984335432783262
2397,"Absence of NOMs related to the classification of beef, pork and chicken carcasses; discrimination against non local meat producers","• Mexican bases (Normas Mexicas, NMX) NMX-FF-078-SCFI-2002, NMX-FF-081-SCFI-2003, NMX-FF-081-SFI-2003, NMX-FF-128-SFI-2016.",B,B,• mexican base norma mexica nmx nmx-ff-078-scfi-2002 nmx-ff-081-scfi-2003 nmx-ff-081-sfi-2003 nmx-ff-128-sfi-2016,0.5388737404984568,0.5784193370451249,0.5526036199931277,0.6244538055104824
2398,"Absence of NOMs related to the classification of beef, pork and chicken carcasses; discrimination against non local meat producers","There are nevertheless standards of Voluntarv dealing with this topic: Mexican Normas (Normas Mexicanas, NMX) NMX-FF-078-SCFI-2002, NMX-FF-081-SCFI-2003 and NMX-FF-128-SCFI-2016.",B,B,there are nevertheless standard of voluntarv deal with thi topic mexican norma norma mexicana nmx nmx-ff-078-scfi-2002 nmx-ff-081-scfi-2003 and nmx-ff-128-scfi-2016,0.5416383510786048,0.5793029602781917,0.552482370391035,0.6280865260842965
2401,Law 5862/1972 - Infraero,The INFRAERO's resources will consist of resources from other sources.,None,None,the infraero 's resourc will consist of resourc from other sourc,0.543970956797812,0.5796932368370472,0.5557880077573233,0.6239095697843059
2402,Notice of Auction 1/2018 (fifth round of airport concession),"The winning group must have a performance guarantee:
Northeast Block: BRL 179 949 063
Midwest Block: BRL 43 845 927
Southeast Block: BRL 44 093 491",A,A,the win group must have a perform guarante northeast block brl midwest block brl southeast block brl,0.5498949366372204,0.5819394320238401,0.5619065946350117,0.6304826225533547
2403,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,The aerodrome operator may limit the access of the companies mentioned in the head of this article to the necessary areas when it is proven that there is no area available to carry out the requested activity.,None,None,the aerodrom oper may limit the access of the compani mention in the head of thi articl to the necessari area when it is proven that there is no area avail to carri out the request activ,0.5299925070474678,0.5696749273240955,0.5480102351913915,0.6203681609034739
2405,Resolution 192/2011 by National Civil Aviation Agency - Concessions,The authorizations can be extinct due to: revocation of the public call or of the authorization resulting from the loss of interest of the public administration in the concession of the exploitation of the airport infrastructure to the private initiative;,None,None,the author can be extinct due to revoc of the public call or of the author result from the loss of interest of the public administr in the concess of the exploit of the airport infrastructur to the privat initi,0.5538319930494362,0.5820778289184196,0.561106629097854,0.62628559976437
2406,Ley General de Salud,"To commercialise or transport narcotic products within Mexico, a permit delivered by the Ministry of Health is required. The conditions for the permit are summarised at: www.gob.mx/cntse- rfts/tramite/ficha/53a44cdd89c Ob26a3000168d.",A,A,to commercialis or transport narcot product within mexico a permit deliv by the ministri of health is requir the condit for the permit are summaris at www.gob.mx/cntse- rfts/tramite/ficha/53a44cdd89c ob26a3000168d,0.7459820590698097,0.711376922725369,0.7381985055229551,0.6277868837734658
2408,Ley General de Sociedades Cooperativas DOF 13-08-2009,"This article states that cooperatives will ""design and implement strategies for the integration of their activities and productive processes with the objective of [.] influencing prices",B,B,thi articl state that cooper will `` design and implement strategi for the integr of their activ and product process with the object of influenc price,0.7432692648464556,0.7112585701559089,0.6791286517748747,0.6440118989236725
2409,Ley General de Sociedades Cooperativas DOF 13-08-2009,"The article states that cooperatives will ""design and apply strategies for the integration of their activities and productive processes with [their] objectives affect prices.",B,B,the articl state that cooper will `` design and appli strategi for the integr of their activ and product process with their object affect price,0.6193636552708629,0.5675732609407889,0.5806911536514893,0.4798321604573983
2410,Ley General de Sociedades Cooperativas DOF 13-08-2009,"This article states that cooperatives ""will design and implement strategies for the integration of their activities and productive processes with the aim of influencing prices"".",B,B,thi articl state that cooper `` will design and implement strategi for the integr of their activ and product process with the aim of influenc price ``,0.6475650743054476,0.5854692103191665,0.5921126225059231,0.4888813124298509
2411,Ley General de Sociedades Cooperativas DOF 13-08-2009,"This article states that cooperatives will ""develop and implement strategies for the integration of their activities and production processes with the aim of influencing prices.",B,B,thi articl state that cooper will `` develop and implement strategi for the integr of their activ and product process with the aim of influenc price,0.6835882647902635,0.634049208443938,0.6429326832929867,0.5618471675823256
2412,Ley General de Sociedades Cooperativas DOF 13-08-2009,"This article states that cooperatives will ""design and implement strategies to integrate their activities and productive processes with the aim of [.]",B,B,thi articl state that cooper will `` design and implement strategi to integr their activ and product process with the aim of,0.6125069433175598,0.5637758633760597,0.5767643583333333,0.4796271157095629
2413,Ley General de Sociedades Cooperativas DOF 13-08-2009,"This article states that cooperatives ""shall develop and implement strategies for integrating their activities and production processes with a view to influencing prices"".",B,B,thi articl state that cooper `` shall develop and implement strategi for integr their activ and product process with a view to influenc price ``,0.6441231634468421,0.5788279346465468,0.6100263284838616,0.5099525123361738
2414,Law 5862/1972 - Infraero,"The contracting of goods and services by Infraero and its controlled companies, as per the procedures granted to Petrobras in Article 67 of Law No. 9,478, of August 6, 1997, as well as the permissions and concessions of use of areas, facilities and airport equipment, shall observe a simplified bidding procedure to be defined in a decree from the President of the Republic.",None,None,"the contract of good and servic by infraero and it control compani a per the procedur grant to petrobra in articl of law no 9,478 of august a well a the permiss and concess of use of area facil and airport equip shall observ a simplifi bid procedur to be defin in a decre from the presid of the republ",0.6583638727184202,0.5969385379358674,0.6036237229176636,0.5008112674599593
2415,Law 7565/1986 - Brazilian Aeronautical Code,"The charterer is obligated I - to make available to the charterer equipped and manned aircraft, with the necessary documents and in an airworthy condition; II - to perform the agreed trips or to keep the aircraft at the charterer's disposal during the agreed time.",None,None,the charter is oblig i to make avail to the charter equip and man aircraft with the necessari document and in an airworthi condit ii to perform the agre trip or to keep the aircraft at the charter 's dispos dure the agre time,0.7205585017787777,0.6642260114669535,0.6635356942629362,0.6063314983288163
2416,Law 7565/1986 - Brazilian Aeronautical Code,"Surveillance will be exercised by personnel accredited by the aeronautical authority. Sole paragraph. Inspections and surveys in aircraft, air services, workshops, air sports entities, and airport facilities, as well as proficiency exams for aircrew members, constitute inspection charges.",None,None,surveil will be exercis by personnel accredit by the aeronaut author sole paragraph inspect and survey in aircraft air servic workshop air sport entiti and airport facil a well a profici exam for aircrew member constitut inspect charg,0.6257286610944416,0.5729557410583506,0.5845755834334354,0.48421892646588716
2417,INFRAERO's Internal Bidding and Contract Regulation,"A performance guarantee may be required by Infraero for procurement of goods, works and services, as well as commercial lease of airport areas. The performance guarantee may take the form of a cash bond, insurance or bank guarantee of up to 5% of the value of the contract (in complex contracts it can go up to 10% of the value of the contract).",A,A,a perform guarante may be requir by infraero for procur of good work and servic a well a commerci lea of airport area the perform guarante may take the form of a cash bond insur or bank guarante of up to of the valu of the contract in complex contract it can go up to of the valu of the contract,0.6332570061145242,0.5708170113332522,0.5871275471683899,0.4816923439106805
2418,Resolution 192/2011 by National Civil Aviation Agency - Concessions,"The authorization to carry out projects, studies, surveys or investigations does not imply, under any circumstance, co-responsibility of the Union or ANAC before third parties for acts practiced by the authorized person.",None,None,the author to carri out project studi survey or investig doe not impli under ani circumst co-respons of the union or anac befor third parti for act practic by the author person,0.6134407123280226,0.5686698496191352,0.5792283538535357,0.476147369365898
2419,Law 7565/1986 - Brazilian Aeronautical Code,"Upon request of the police or judicial authority, the Sipaer investigation authority will make experts available for the necessary examinations to the diligences on the aeronautical accident with civil aircraft, provided that: I - there is no trained technician or appropriate equipment for the required examinations within the requesting
body's staff; II - the requesting authority specifies the examinations to be performed; III - there is, within the staff of the Sipaer investigation authority, a",None,None,upon request of the polic or judici author the sipaer investig author will make expert avail for the necessari examin to the dilig on the aeronaut accid with civil aircraft provid that i there is no train technician or appropri equip for the requir examin within the request bodi 's staff ii the request author specifi the examin to be perform iii there is within the staff of the sipaer investig author a,0.5987782150732823,0.5607206654068135,0.564385762947667,0.4724301425934462
2420,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Economy (on the advice of the Ministry of Health) shall set maximum prices for the sale of medicines and supplies to the public.,,Others,the ministri of economi on the advic of the ministri of health shall set maximum price for the sale of medicin and suppli to the public,0.6269267507281584,0.5740539416352571,0.5782969483376525,0.47309397071509024
2421,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Economy (advised by the Ministry of Health) sets the maximum prices for the sale of medicines and supplies to the public.,,Others,the ministri of economi advis by the ministri of health set the maximum price for the sale of medicin and suppli to the public,0.607178719870317,0.5811521987225939,0.5865057387807779,0.4675270257570031
2422,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Economy (on the advice of the Ministry of Health) sets maximum prices for the sale of medicines and supplies to the public.,,Others,the ministri of economi on the advic of the ministri of health set maximum price for the sale of medicin and suppli to the public,0.6257286610944416,0.5729557410583506,0.5845755834334354,0.48421892646588716
2423,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Economy (as recommended by the Ministry of Health) sets maximum prices for the sale of medicinal products and supplies to the public.,,Others,the ministri of economi a recommend by the ministri of health set maximum price for the sale of medicin product and suppli to the public,0.622634251486971,0.5703225807836756,0.5826909901730123,0.4820358616196049
2424,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Economic Affairs (after advice from the Ministry of Health) sets maximum prices for sales of medicinal products and supplies to the public.,,Others,the ministri of econom affair after advic from the ministri of health set maximum price for sale of medicin product and suppli to the public,0.6162080381799049,0.5632649626897713,0.5668955136400213,0.468215432222954
2425,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Economic Affairs (on the advice of the Ministry of Health) sets maximum prices for the sale of medicinal products and supplies to the public.,,Others,the ministri of econom affair on the advic of the ministri of health set maximum price for the sale of medicin product and suppli to the public,0.7278536800458854,0.6874433183986505,0.714623916671287,0.6368313129712694
2426,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Economic Affairs (at the advice of the Ministry of Health) sets maximum prices for the sale of medicines and supplies to the public.,,Others,the ministri of econom affair at the advic of the ministri of health set maximum price for the sale of medicin and suppli to the public,0.7022651817038715,0.635180998864119,0.6713424174056566,0.6232723765142049
2427,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Economy (on the advice of the Ministry of Health) sets the maximum prices for the sale of medicines and supplies to the public.,,Others,the ministri of economi on the advic of the ministri of health set the maximum price for the sale of medicin and suppli to the public,0.6952273219628349,0.6952068997077554,0.726605163355091,0.6776356766334669
2428,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Economy (at the recommendation of the Ministry of Health) sets maximum prices for the sale of medicinal products and supplies to the public.,,Others,the ministri of economi at the recommend of the ministri of health set maximum price for the sale of medicin product and suppli to the public,0.7075060354249845,0.6863655519801953,0.6956312490069712,0.65552168174468
2429,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Health Service will set the maximum price for the public for the sale of drugs and materials.,,Others,the ministri of health servic will set the maximum price for the public for the sale of drug and materi,0.6472122186985083,0.5742120829002835,0.6030851748380067,0.5439424775322288
2430,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",• Package travel • EUROPEAN UNION Π Taxes' D Right of the European Union (e.g. the European Union),,Others,• packag travel • european union π tax d right of the european union e.g the european union,0.7227741005977835,0.6179621643251972,0.667731562702757,0.5681376249212781
2431,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Economic Services (on the Health Ministry's advice) will set a maximum price for drug sales and supplies to society.,,Others,the econom servic on the health ministri 's advic will set a maximum price for drug sale and suppli to societi,0.5925358268068952,0.598574730663086,0.6142470053568952,0.5506413355265343
2432,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Economy (on the Council of the Ministry of Health) sets the maximum prices for the sale of medicinal products and supplies to the public.,,Others,the ministri of economi on the council of the ministri of health set the maximum price for the sale of medicin product and suppli to the public,0.6307570994855012,0.5917108797554022,0.6190354482861173,0.580278391384397
2433,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Economy (as recommended by the Ministry of Health) sets maximum prices for the sale of medicines and supplies to the public.,,Others,the ministri of economi a recommend by the ministri of health set maximum price for the sale of medicin and suppli to the public,0.6472122186985084,0.5742120829002834,0.6030851748380066,0.5439424775322288
2434,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of the Economy (on the recommendation of the Ministry of Health) will set maximum prices for the sale of medicines and supplies to the public.,,Others,the ministri of the economi on the recommend of the ministri of health will set maximum price for the sale of medicin and suppli to the public,0.5973951204341933,0.6020165132948218,0.6165846708377641,0.5528889375742753
2435,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",Φ The Ministry of Economic Affairs (on behalf of the Ministry of Health) shall set the highest prices for the sale of medicines and supplies to the general public.,,Others,φ the ministri of econom affair on behalf of the ministri of health shall set the highest price for the sale of medicin and suppli to the gener public,0.668574033274384,0.6031937545058136,0.6333870862747246,0.5784299440256236
2436,"Reglamento de la
Ley General de Servicios de
Salud en Materia
de Prestación de
Atención Médica",The Ministry of Economy (as recommended by the Ministry of Health) will set maximum prices for the sale of medicines and supplies to the public.,,Others,the ministri of economi a recommend by the ministri of health will set maximum price for the sale of medicin and suppli to the public,0.5966201019245839,0.5465774574998061,0.5750134182397231,0.5296967354851451
2437,Resolution 192/2011 by National Civil Aviation Agency - Concessions,"The value arbitrated by the commission may be rejected by the interested party, in which case the information contained in the selected documents will not be used, and they may be destroyed if not withdrawn within 30 (thirty) days from the date of rejection.",None,None,the valu arbitr by the commiss may be reject by the interest parti in which case the inform contain in the select document will not be use and they may be destroy if not withdrawn within thirti day from the date of reject,0.6436734845726682,0.6170596331290459,0.6222521310950382,0.6497741411029834
