,Law,Text,Category,Category_New,Length
1943,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"Once companies have access to the available areas specified in item I of the head of this article, the aerodrome operator must adopt measures to ensure access to the other areas specified in items II to VI of the same article, when necessary for proper operation.",None,None,263
1944,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"The areas mentioned in this article may be made available to companies that explore or intend to explore the other types of public air transport service, as defined in Law 7.565/1986, observing the criteria in art. 7.",None,None,217
1945,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,The airport areas will be distributed by the aerodrome operator to companies that operate or intend to operate at the airport for use in the following modalities: I - shared use; or II - exclusive use.,None,None,201
1946,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Any conflicts motivated by the denial of access of regular public air transport service companies to any of the areas referred to in Art. 3 must be preferably resolved by direct agreements established between the parties.,None,None,221
1947,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,If the conflict is not solved in the terms of art.,None,None,50
1948,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"5th of this Resolution, the scarcity of the areas in relation to which there was a preterition will be configured, and the aerodrome operator must observe the following rules for the allocation of these areas: I - allocate, at least, 10% (ten percent) of the existing areas specified in art.",None,None,291
1949,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"3, item I, of this Resolution for shared use by companies that operate or intend to operate at the airport; II - limit the allocation of areas for exclusive use, specified in art.",None,None,179
1950,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"3, item I, of this Resolution by the proportion between the number of passengers handled by the company at the airport and the total number of passengers handled at the airport by all companies, in the period of 6 (six) months prior to the request of the area for exclusive use; III - limit the allocation of areas for exclusive use, specified in art.",None,None,351
1951,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"3, item II, of this Resolution, by the proportion between the amount of cargo handled by the company at the airport and the total amount of cargo handled at the airport by all companies, in the period of 12 (twelve) months preceding the request for the area for exclusive use; and IV - limit the allocation of areas for exclusive use, specified in art.",None,None,352
1952,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"3, items III to VI, of this Resolution by the proportion between the number of landings and take-offs of the company at the airport and the total number of landings and take-offs at the airport by all companies, in the period of 12 (twelve) months prior to the request of the area for exclusive use.",None,None,299
1953,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"Once shortage is configured in the caput, ANAC will establish the maximum term for reallocation of the areas, according to the provisions of this article, without prejudice to the provisions of art. 3, §2, of this Resolution, observing a minimum of 30 (thirty) days.",None,None,266
1954,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,The proof of area reallocation will be provided by means of the contractual instruments signed between the aerodrome operator and the companies that operate in the area in which the shortage is verified.,None,None,203
1955,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"The contractual instruments mentioned in §2 of this article must guarantee the efficient use of the areas in question, allowing their redistribution for the purposes of applying this Resolution.",None,None,194
1956,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,If the scarcity of the areas referred to in art.,None,None,48
1957,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"3 of this Resolution is not configured by companies operating regular public air transport services, the aerodrome operator must make them available according to its own criteria, observing the provisions of art.",None,None,212
1958,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,40 of Law No.,None,None,13
1959,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"7,565, as applicable, and the following order of priority: I - companies operating non-scheduled public air transport services; II - companies operating services ancillary to air transport and aircraft fuelling; and III - other service providers and individuals.",None,None,262
1960,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"The companies that operate public air services are allowed to contract with providers of auxiliary services to air transport and aeronautical maintenance, the provision of services in the areas referred to in art. 3 allocated to them.",None,None,234
1961,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"The aerodrome operator, observing, as applicable, art. 40 of Law No. 7.565/1986, and the regulation related to the adequacy of the service, must make available to companies that operate or intend to operate in the provision of ancillary services to air transport, aircraft fueling and aircraft maintenance, under the terms and conditions established in this Resolution, under free negotiation, the access to the necessary areas for the execution of their activities.",None,None,466
1962,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,The aerodrome operator may limit the access of the companies mentioned in the head of this article to the necessary areas when it is proven that there is no area available to carry out the requested activity.,None,None,208
1963,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"In case of access limitation referred to in § 1 of this article, the aerodrome operator must forward to ANAC, within 30 (thirty) days from the occurrence of the fact, the justification for the limitation adopted, and the possible measures to be adopted to eliminate the existing restrictions, with respective deadlines, which will be made available to the public on ANAC's website.",None,None,381
1964,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"Remuneration at specific prices for the use of areas destined for operational activities, listed in Art. 2, items II to V, will be freely agreed upon between the aerodrome operator and the contracting parties, and any discriminatory and abusive practices are forbidden, under the terms of the current legislation and ANAC regulations.",None,None,334
1965,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Eventual conflicts should preferably be solved by direct agreements established between the contracting parties.,None,None,112
1966,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,ANAC will be responsible for administratively settling conflicts of interest not resolved through direct agreements established between the parties.,None,None,148
1967,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"ANAC may monitor the prices charged by the aerodrome operator in the areas mentioned in the caput, observing the market practices, being at its discretion the comparison with prices charged in other airports in Brazil and abroad and the analysis of costs related to the use of the referred areas.",None,None,296
1968,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"In case of non-compliance with the provisions of this article, ANAC may, at any time, establish the regulation of prices related to the use of areas destined to operational activities by means of ceiling prices, maximum revenue or another method to be established in specific regulations after ample public discussion.",None,None,318
1969,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Cases not covered will be settled by ANAC.,None,None,42
1970,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"This Resolution comes into force after: I - 180 (one hundred and eighty) days from its publication in the Official Gazette of the Union
(DOU) , in relation to art. 12; and II - 30 (thirty) days from its publication in the DOU for the other provisions.",None,None,251
1971,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"The following are hereby revoked I - Resolution 113, of September 22, 2009, published in the DOU of September 23, 2009,
Section 1, page 6; II - Resolution 170, of August 24, 2010, published in the DOU of August 25, 2010, Section 1,
page 12; III - Resolution No.",None,None,261
1972,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"201, of September 22, 2011, published in the DOU of September 23, 2011,
Section 1, page 4; IV - Article 7 of Resolution No.",None,None,123
1973,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"208 of November 22, 2011, published in the DOU of
November 28, 2011, Section 1, page 4; V - the Resolution No.",None,None,110
1974,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"222 of March 22, 2012, published in the DOU of March 23, 2012,
Section 1, page 2; VI - the Resolution No.",None,None,105
1975,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"239, dated June 21, 2012, published in the DOU of June 22, 2012,
Section 1, page 3; and VII - the Resolution No.",None,None,112
1976,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"247, dated September 25, 2012, published in the DOU of September 26, 2012, Section 1, page 1.",None,None,93
1977,Law 6009/1973 - Use and exploitation of airports,"The use of facilities and services intended to support and make air navigation safe, provided by the Aeronautics Command, is subject to the payment of the following air navigation fees.",None,None,185
1978,Law 6009/1973 - Use and exploitation of airports,"Route Communications and Air Navigation Aid Usage Charge - due for the use of the set of facilities and services related to the control of en-route flights, in accordance with the specific rules of the Aeronautical Command; (Included by Law 12,648 of 2012) II - Communications and Radio-aid Usage Charge for Air Navigation in the Approach Control Area - due for the use of the set of facilities and services related to approach control, in accordance with the specific norms of the Aeronautical Comma",None,None,500
1979,Law 6009/1973 - Use and exploitation of airports,"nd; (Included by Law 12,648, 2012) III - User Charge for Communications and Radio-aid to Air Navigation in Aerodrome Control Area - due for the use of all facilities and services related to aerodrome control or aerodrome flight information services, in
accordance with the specific norms of the Aeronautics Command.",None,None,315
1980,Law 6009/1973 - Use and exploitation of airports,"The services referred to in the caput may, at the discretion of the Aeronautics Command, be provided by other public and private agencies and entities.",None,None,151
1981,Law 6009/1973 - Use and exploitation of airports,The fees provided in this article shall be levied on the owner or operator of the aircraft.,None,None,91
1982,Law 6009/1973 - Use and exploitation of airports,"The tariffs provided for in this article shall be set by the Commander of the Air Force, after approval by the Minister of Defense and manifestation of the National Civil Aviation Agency, for general application throughout the national territory.",B,B,246
1983,Law 13.319/2016 - Airport Tariff,Debts of Infraero arising from the additional airport tariff (ATAERO) between 1 December 2013 and 31 December 2016 are forgiven.,B,B,128
1984,Law 13.319/2016 - Airport Tariff,"The Additional Airport Charge, created by Law No. 7,920, of December 7, 1989 , is extinguished as of January 1, 2017.",None,None,117
1985,Law 13.319/2016 - Airport Tariff,"On the date mentioned in the caput, the National Civil Aviation Agency (Anac) will alter the airport tariff values to incorporate the value corresponding to the extinct Additional Airport Tariff.",None,None,195
1986,Law 13.319/2016 - Airport Tariff,"The incorporation of the Additional Airport Charge mentioned in § 1 will not be applicable for the calculation of the Airport Charge Reference Unit (Urta) provided for in the concession contracts for exploitation of federal airport infrastructure entered into until the date of publication of Provisional Measure No. 714, of March 1, 2016.",None,None,339
1987,Law 13.319/2016 - Airport Tariff,"Until the completion of the recomposition of the economic-financial balance of concession contracts for the exploitation of airport infrastructure, due to the provisions of Art.",None,None,177
1988,Law 13.319/2016 - Airport Tariff,"1, the difference between the revised tariff values and those resulting from contracts in force on the date of publication of Provisional Measure No.",None,None,149
1989,Law 13.319/2016 - Airport Tariff,"714, of March 1, 2016 , shall be transferred to the National Civil Aviation Fund (Fnac), minus the taxes and variable contribution levied on this difference, as the amount due as consideration to the Federal Government due to the granting of airport infrastructure, referred to in item III of § 1 of art.",None,None,304
1990,Law 13.319/2016 - Airport Tariff,63 of Law No.,None,None,13
1991,Law 13.319/2016 - Airport Tariff,"12,462, of August 4, 2011 .",None,None,27
1992,Law 13.319/2016 - Airport Tariff,"The collection of the amounts mentioned in the caput must be made by the concessionaires by the fifteenth working day of the month subsequent to the collection of the tariffs, with a system identical to that used to collect airport tariffs.",None,None,240
1993,Law 13.319/2016 - Airport Tariff,"Anac must conclude the processes of recomposition of the economic-financial balance referred to in the caput within 180 (one hundred and eighty) days, as of the incorporation referred to in art. 1.",None,None,197
1994,Law 13.319/2016 - Airport Tariff,"Art. 2 of Law nº 5.862, of December 12, 1972 , comes into effect with the following wording:",None,None,92
1995,Law 13.319/2016 - Airport Tariff,"The attribution foreseen in the caput may be performed by means of an administrative act or by means of direct contracting of Infraero by the Union, under the terms of the regulation.",None,None,183
1996,Law 13.319/2016 - Airport Tariff,"For the fulfillment of its social objective, Infraero is authorized to: I - create subsidiaries; II - participate, at together with its subsidiaries, minority-owned or
majority, of other public or private companies; III - transfer to the Aeronautics Command, of the Ministry of Defense, a subsidiary whose object is air navigation.",None,None,331
1997,Law 13.319/2016 - Airport Tariff,The subsidiaries and companies mentioned in items I and II of Paragraph 2 may also operate abroad. (NR),None,None,103
1998,Law 13.319/2016 - Airport Tariff,"Law No. 7.565, of December 19, 1986 , comes into effect with the following changes: ""Art. 38-A. The airport operator may remove aircraft, equipment and other goods left in the airport areas whenever they restrict the operation, capacity expansion or regular operation of the airport or cause health or environmental risks.",None,None,322
1999,Law 13.319/2016 - Airport Tariff,"The caput also applies to aircraft, equipment and other assets belonging to a bankrupt estate, upon communication to the competent court.",None,None,137
2000,Law 13.319/2016 - Airport Tariff,"Paragraph 2 The expenses incurred with the arrangements under this article will be reimbursed by the owners of the assets and, in the event of bankruptcy, will constitute extramarginal
claims to be paid by the estate.",None,None,217
2001,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,The airports subject to the Ceiling Revenue and the respective values will be established by an Ordinance from the competent Superintendence.,B,B,141
2002,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,The Supported Proposal constitutes a regulatory flexibility mechanism whose objective is efficiency in airport management.,A,A,122
2003,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"Infraero may, with the support of the Airlines, submit a Supported Proposal, jointly or separately: I - change Ceiling Revenue values or establish alternative charging models; II - establish commitments regarding the provision of airport infrastructure and services; III - establish the X Factor that will be in effect in the subsequent five-year period as of the end of the current five-year period.",A,A,400
2004,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"The Agency shall approve or reject the proposal taking into consideration: I - best practice criteria for charging, investment, operational efficiency or service quality at airports; and/or II - the interests of the airports' end users.",A,A,236
2005,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"The collection of Revenue per Adjusted Passenger higher than the Ceiling Revenue established for the calendar year constitutes an infraction when the difference ascertained, according to the formula in § 2 of art.",B,B,213
2006,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"4 of the Annex to this Resolution, is: I - greater than 10%, in the first five calendar years after this Resolution becomes effective; or II - greater than 7%, as of the sixth calendar year after this Resolution becomes effective; or III - greater than zero, in the last calendar year of operation, in eventual cases of operational transfer.",B,B,341
2007,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"Establish, under the terms of this Resolution, the tariff system applicable to activities of boarding, connection, landing and stay at airports managed by the Brazilian Airport Infrastructure Company - Infraero.",None,None,211
2008,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"For the purposes of this Resolution, it is considered: Calendar year: period of time consisting of 12 months, beginning on January 1st and ending on December 31st;",None,None,163
2009,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"Airport Activities (or simply Activities): defined, for the purposes of this Resolution, as the activities of boarding and connecting passengers and of landing and staying of aircraft;",None,None,184
2010,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Adjustment Factor: fare revenue referring to the deviation that occurred in the Adjusted Revenue per Passenger in relation to the Ceiling Revenue per Passenger in a given year;,None,None,176
2011,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"X Factor: productivity factor, which may be applied in the Readjustments, with the objective of sharing the productivity and efficiency variations with the users;",None,None,162
2012,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Group I: aircraft of scheduled and non-scheduled air transport companies registered for the following activities:,None,None,113
2013,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"Regular domestic: aircraft from Brazilian air transport companies, operating transport services, as registered with ANAC, in compliance with specific regulations;",None,None,162
2014,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"regular international: aircraft from national or foreign air transport companies, operating transport services, with landing in or overflying the national territory, as registered with ANAC, in compliance with specific regulations;",None,None,231
2015,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"non-scheduled: cargo and/or passenger, aircraft from Brazilian or foreign companies, except for air cab; and",None,None,108
2016,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"Aircraft classified in Group I that carry out activities of regular air transport, domestic or international, even if they make charter flights, reinforcement, transfer, cargo and/or passengers.",None,None,194
2017,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"Charged Passengers: Passengers who board at the airport, including connecting passengers, who do not have any tariff exemptions or benefits provided for in laws or normative acts in effect;",None,None,189
2018,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"PMD: Maximum Takeoff Weight, in tons, defined according to the information contained in the Airworthiness Certificate of the aircraft or other document that replaces it.",None,None,169
2019,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"Readjustment: annual update of the Ceiling Revenue per Passenger, based on the inflation accumulated in the period and, when applicable, on the X Factor in force;",None,None,162
2020,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"Regulated Revenue (RR): revenue from boarding, connection, landing and sojourn fees applicable to Group I operations, excluding exclusively cargo operations and service, alternate and return flights;",None,None,199
2021,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Revenue (Regulated) per Passenger (RP): ratio of Regulated Revenue and the amount of Fare Passengers;,None,None,101
2022,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"Adjusted (Regulated) Revenue per Passenger (APR): the ratio of Regulated Revenue, minus the updated Adjustment Factor, and the quantity of Fare Passengers;",None,None,155
2023,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"Ceiling Revenue (per Passenger) (RT): maximum amount, determined by ANAC, of the Adjusted Regulated Revenue per Passenger that may be obtained by the airport operator; and",None,None,171
2024,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Airport Fees: fees that remunerate Airport Activities.,None,None,54
2025,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"The tariffs for boarding, connection, landing and permanence will be defined by Infraero, respecting the values of Ceiling Revenue in force and eventual Supported Proposals, when applicable, besides observing the guidelines below:",None,None,230
2026,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"Pricing should follow good practices for pricing airport infrastructure and services, such as those described in manuals from international organizations such as ICAO, IATA, and ACI;",None,None,182
2027,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"Pricing must be based on objective and non-discriminatory criteria, such as time, day, season, available facilities, and level of service;",None,None,138
2028,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"The pricing proposals involving fare increases must be preceded by consultation with the relevant interested parties, in compliance with ANAC's current regulations; for airports subject to the Revenue Ceiling, Infraero must, at least thirty (30) days in advance of the change, present a consultation report to ANAC. for the other airports, Infraero must, whenever requested, submit a consultation report to ANAC.",None,None,412
2029,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"changes in the values of Airport Charges must be informed to ANAC, to the public and to airlines and other airport users, at least 30 (thirty) days in advance; and",None,None,163
2030,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,the current tables with the adopted fare values must be kept up-to-date and made available at the airports and on its website for free access and consultation by the general public.,None,None,181
2031,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,ANAC may suspend the implementation of charging proposals when they are in disagreement with the provisions of art. 3 of this Resolution or when potential damage to end users is identified.,None,None,189
2032,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"For the tariffs that constitute the Regulated Revenue, the calculation methodology for Adjusted Revenue per Passenger, in the Annex of this Resolution, and the established values for Ceiling Revenue must be observed.",None,None,216
2033,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,ANAC will annually assess whether the Adjusted Revenue per Passenger is equal to or less than the established Ceiling Revenue.,None,None,126
2034,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"The Ceiling Revenue will be readjusted every December, effective for the following calendar year, according to the following formula:",None,None,133
2035,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,The adjustments of the Ceiling Revenue will be established by means of an Ordinance from the Superintendence competent.,None,None,119
2036,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"The Supported Proposal approved by ANAC will be in force for a period of 5 (five) calendar years, with the first period beginning in calendar year 2021. The presentation of a Supported Proposal involving more than a 5 (five) calendar year period will be allowed if the need for a longer period to make the agreement viable is demonstrated.",None,None,339
2037,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"While in effect, the Supported Proposal approved by ANAC prevails over the restrictions on pricing established by ANAC, considering the scope of the proposal.",None,None,158
2038,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"If requested, ANAC may act as mediator to facilitate the reaching of an agreement between the parties, including the possibility of defining parameters based on negotiations that have not resulted in a Supported Proposal.",None,None,221
2039,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,The ANAC may regulate rules and procedures to discipline the formulation and approval of the Supported Proposal.,None,None,112
2040,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,The penalty for collection of Revenue per Adjusted Passenger higher than the Ceiling Revenue in the cases foreseen in art. 18 of this Resolution is 100% of the amount earned resulting from the difference found.,None,None,210
2041,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"The Additional Charge from the National Civil Aviation Fund - FNAC, established by Law # 9825 of August 23, 1999, must be charged together with the International Boarding Fare. Sole Paragraph. The procedures and criteria related to the collection of the Additional FNAC shall observe specific regulations.",None,None,305
2042,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"The Ordinance of the competent Superintendence that establishes the Ceiling Revenue values as provided in art. 6 of this Resolution shall revoke Ordinance No. 83, of January 10, 2018, published in the Federal Official Gazette of January 17, 2018, Section 1, page 166, or the administrative act that replaces it.",None,None,311
2043,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Resolution No.,None,None,14
2044,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"350 of December 19, 2014, published in the Official Gazette of the Union of December 24, 2014, Section 1, page 6, which provides for the model of tariff regulation, the readjustment of airport tariff ceilings and establishes rules for collection and collection, shall come into force with the following changes: ""Provides for the model of tariff regulation and the adjustment of the ceilings of
airport storage and wharfage tariffs and establishes rules for collection and
collection.""",None,None,485
2045,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"(NR)
""Art.",None,None,10
2046,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"1 Establish, under the terms of this Resolution, the model for tariff regulation
and readjustment of the ceilings of airport storage and wharfage tariffs and the
rules for collection and collection.""",None,None,199
2047,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"(NR)
""Art.",None,None,10
2048,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"2 .......................
....................................
II - airport activities (or simply activities): activities remunerated by airport tariffs,
defined, for the purposes of this Resolution, as the activities of storage and cargo
loading;
....................................
IX - annual readjustment: monetary updating of airport tariffs, carried out by
applying the Extended Consumer Price Index - IPCA;
X - airport fees: for the purposes of this Resolution, are the storage and wharfage f",None,None,500
2049,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"ees
of the imported cargo or to be exported;
19/03/2019 SEI/ANAC - 2803034 - Resolution
https://sistemas.anac.gov.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=3836479&infr... 7/9
.",None,None,229
2050,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"..................................""(NR)
""Art.",None,None,45
2051,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"4 The readjustments of the tariff ceilings have the objective of monetarily
updating the tariffs and will be carried out, annually, 12 (twelve) months after the
previous readjustment, by applying the percentage variation of the IPCA in the
previous year, according to the formula below:
Tarifat = Tarifat-1 x (IPCAt / IPCAt-1)
Where:
Tarifat corresponds to the tariff value after the adjustment made in period t; IPCAt
corresponds to the IPCA published by IBGE in the month before the adjustment;
IPC",None,None,500
2052,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"At-1 corresponds to the IPCA published by IBGE in the month before the
adjustment of the previous year;
t corresponds to time in years.",None,None,135
2054,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"..................................""(NR)",None,None,39
2055,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"It is declared the inapplicability of the Ordinance nº 1.592/GM5, of November 7th, 1984, published in the Federal Official Gazette of November 9th, 1984, Section 1, only regarding the tariff system applicable to the activities of boarding, connection, landing and stay in airports administered by Infraero.",None,None,306
2056,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"The following are hereby revoked I - Items III, IV, V, VI, VII, VIII and XV of art. 2, art. 3, §§ 1 and 3 of art. 4, §§ 2 and 4 of art. 5, arts. 6, 7, 8, 14, 15, 16 and 17, the sole paragraph of art. 18, art. 19 and Annexes I and II of Resolution No. 350 of 2015; and II - Ordinance No. 2.007/SRE/SIA, dated August 26, 2014, published in the Official Gazette of the Union of August 27, 2014, Section 1, page 3.",None,None,410
2057,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,This Resolution comes into effect thirty (30) days after its publication,None,None,72
2058,Law 5862/1972 - Infraero,"The Executive Branch will provide for the opening of a special credit of up to Cr$10,000,000.00 (ten million cruzeiros).",B,B,120
2059,Law 5862/1972 - Infraero,For the participation of the Union in INFRAERO's capital: I - The Executive Power is authorized to transfer to INFRAERO's assets: a) all the shares and credits that the Federal Government has or will have in companies related or similar to the airport infrastructure; b) other goods necessary and useful for its operation.,None,None,322
2060,Law 5862/1972 - Infraero,The INFRAERO's resources will consist of Budget funds and resources from the Aeronautical Fund allocated to it by the Ministry of Aeronautics;,B,B,142
2061,Law 5862/1972 - Infraero,The INFRAERO's resources will consist of special credits intended for it,B,B,72
2062,Law 5862/1972 - Infraero,The personnel of the Company's Staff will be hired by competitive examination or qualification proof in an employment regime subject to the labor legislation and to the norms consigned in the Company's Staff Regulation.,B,B,219
2063,Law 5862/1972 - Infraero,"For the execution of tasks of a technical or specialized nature, INFRAERO may hire individuals or legal entities, observing the precepts of the civil or labor legislation.",B,B,171
2064,Law 5862/1972 - Infraero,"To the public servant that, to enter the Company through a contest or qualification exam, has been removed from an effective public post, the respective service time will be guaranteed for the purposes of the general social security system.",B,B,240
2065,Law 5862/1972 - Infraero,"The Executive Branch is authorized to create a public company, as defined in item Il of Article 5, of Decree- Law No. 200, of February 25, 1967, as amended by Decree-Law No. 900, of September 29, 1969, called Empresa Brasileira de Infra-Estrutura Aeroportuária - INFRAERO (Brazilian Company for Airport Infrastructure), linked to the Ministry of Aeronautics.",None,None,358
2066,Law 5862/1972 - Infraero,"To accomplish its purpose, INFRAERO is also responsible for I - to supervise technically, operationally and administratively the airport infrastructure units;",None,None,158
2067,Law 5862/1972 - Infraero,"II - create agencies, offices or dependencies throughout the national territory;",None,None,80
2068,Law 5862/1972 - Infraero,III - managing the Federal Government's shareholding in its subsidiary companies;,None,None,81
2069,Law 5862/1972 - Infraero,"IV - promote the raising of funds from internal and external sources, to be applied to the administration, operation, maintenance, expansion, and improvement of the airport infrastructure;",None,None,188
2070,Law 5862/1972 - Infraero,"V - prepare program-budgets of its activities and analyze those presented by its subsidiaries, making them compatible with its own, considering the administration, maintenance and new investment charges, and forward them to the Ministry of Aeronautics, to justify the use of resources from the Aeronautical Fund;",None,None,312
2071,Law 5862/1972 - Infraero,"VI - to represent the Federal Government in the existing acts, contracts, and agreements, and to sign others, deemed convenient by the Ministry of Aeronautics, with the States of the Federation, Federal Territories, Municipalities, and public and private entities, for the purposes set forth in the previous article;",None,None,316
2072,Law 5862/1972 - Infraero,VII - promote the constitution of subsidiaries to manage airport infrastructure units whose complexity requires decentralized administration;,None,None,141
2073,Law 5862/1972 - Infraero,"VIII - execute or promote the contracting of studies, plans, projects, works and services related to its activities;",None,None,116
2074,Law 5862/1972 - Infraero,"IX - execute or promote the contracting of studies, plans, projects, works and services of interest to the Ministry of Aeronautics, consistent with its objectives, for which special resources are destined;",None,None,205
2075,Law 5862/1972 - Infraero,"X - to enter into contracts and agreements with agencies of the Direct and Indirect Administration of the Ministry of Aeronautics, to provide specialized technical services;",None,None,173
2076,Law 5862/1972 - Infraero,"
XI - promote the formation, training and improvement of specialized personnel, necessary for its activities;",None,None,109
2077,Law 5862/1972 - Infraero,"XII - to promote and coordinate with the competent bodies the necessary measures for the installation and permanence of the security, police, customs and health services at international airports, supervising and controlling them",None,None,229
2078,Law 5862/1972 - Infraero,XIII - promote the execution of other activities related to its purpose.,None,None,72
2079,Law 5862/1972 - Infraero,"The President of the Republic will designate, by indication of the Minister of Aeronautics, the representative of the Union in the company's constituent acts.",None,None,158
