,Law,Paragraph,Text,Category
1235,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 11 par 4,"In case of non-compliance with the provisions of this article, ANAC may, at any time, establish the regulation of prices related to the use of areas destined to operational activities by means of ceiling prices, maximum revenue or another method to be established in specific regulations after ample public discussion.",None
1236,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 15,Cases not covered will be settled by ANAC.,None
1237,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 16,"This Resolution comes into force after: I - 180 (one hundred and eighty) days from its publication in the Official Gazette of the Union
(DOU) , in relation to art. 12; and II - 30 (thirty) days from its publication in the DOU for the other provisions.",None
1238,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 17,"The following are hereby revoked I - Resolution 113, of September 22, 2009, published in the DOU of September 23, 2009,
Section 1, page 6; II - Resolution 170, of August 24, 2010, published in the DOU of August 25, 2010, Section 1,
page 12; III - Resolution No. 201, of September 22, 2011, published in the DOU of September 23, 2011,
Section 1, page 4; IV - Article 7 of Resolution No. 208 of November 22, 2011, published in the DOU of
November 28, 2011, Section 1, page 4; V - the Resolution No. 222 of March 22, 2012, published in the DOU of March 23, 2012,
Section 1, page 2; VI - the Resolution No. 239, dated June 21, 2012, published in the DOU of June 22, 2012,
Section 1, page 3; and VII - the Resolution No. 247, dated September 25, 2012, published in the DOU of September 26, 2012, Section 1, page 1.",None
1239,Law 6009/1973 - Use and exploitation of airports,Art. 8,"The use of facilities and services intended to support and make air navigation safe, provided by the Aeronautics Command, is subject to the payment of the following air navigation fees. Route Communications and Air Navigation Aid Usage Charge - due for the use of the set of facilities and services related to the control of en-route flights, in accordance with the specific rules of the Aeronautical Command; (Included by Law 12,648 of 2012) II - Communications and Radio-aid Usage Charge for Air Navigation in the Approach Control Area - due for the use of the set of facilities and services related to approach control, in accordance with the specific norms of the Aeronautical Command; (Included by Law 12,648, 2012) III - User Charge for Communications and Radio-aid to Air Navigation in Aerodrome Control Area - due for the use of all facilities and services related to aerodrome control or aerodrome flight information services, in
accordance with the specific norms of the Aeronautics Command.",None
1240,Law 6009/1973 - Use and exploitation of airports,Art. 8 par 1,"The services referred to in the caput may, at the discretion of the Aeronautics Command, be provided by other public and private agencies and entities.",None
1241,Law 6009/1973 - Use and exploitation of airports,Art. 8 par 2,The fees provided in this article shall be levied on the owner or operator of the aircraft.,None
1242,Law 6009/1973 - Use and exploitation of airports,Art. 8 par 3,"The tariffs provided for in this article shall be set by the Commander of the Air Force, after approval by the Minister of Defense and manifestation of the National Civil Aviation Agency, for general application throughout the national territory.",B1
1243,Law 13.319/2016 - Airport Tariff,Art. 6,Debts of Infraero arising from the additional airport tariff (ATAERO) between 1 December 2013 and 31 December 2016 are forgiven.,B4
1244,Law 13.319/2016 - Airport Tariff,Art. 1,"The Additional Airport Charge, created by Law No. 7,920, of December 7, 1989 , is extinguished as of January 1, 2017.",None
1245,Law 13.319/2016 - Airport Tariff,Art. 1 par 1,"On the date mentioned in the caput, the National Civil Aviation Agency (Anac) will alter the airport tariff values to incorporate the value corresponding to the extinct Additional Airport Tariff.",None
1246,Law 13.319/2016 - Airport Tariff,Art. 1 par 2,"The incorporation of the Additional Airport Charge mentioned in § 1 will not be applicable for the calculation of the Airport Charge Reference Unit (Urta) provided for in the concession contracts for exploitation of federal airport infrastructure entered into until the date of publication of Provisional Measure No. 714, of March 1, 2016.",None
1247,Law 13.319/2016 - Airport Tariff,Art. 2,"Until the completion of the recomposition of the economic-financial balance of concession contracts for the exploitation of airport infrastructure, due to the provisions of Art. 1, the difference between the revised tariff values and those resulting from contracts in force on the date of publication of Provisional Measure No. 714, of March 1, 2016 , shall be transferred to the National Civil Aviation Fund (Fnac), minus the taxes and variable contribution levied on this difference, as the amount due as consideration to the Federal Government due to the granting of airport infrastructure, referred to in item III of § 1 of art. 63 of Law No. 12,462, of August 4, 2011 .",None
1248,Law 13.319/2016 - Airport Tariff,Art. 2 par 1,"The collection of the amounts mentioned in the caput must be made by the concessionaires by the fifteenth working day of the month subsequent to the collection of the tariffs, with a system identical to that used to collect airport tariffs.",None
1249,Law 13.319/2016 - Airport Tariff,Art. 2 par 2,"Anac must conclude the processes of recomposition of the economic-financial balance referred to in the caput within 180 (one hundred and eighty) days, as of the incorporation referred to in art. 1.",None
1250,Law 13.319/2016 - Airport Tariff,Art. 3,"Art. 2 of Law nº 5.862, of December 12, 1972 , comes into effect with the following wording:",None
1251,Law 13.319/2016 - Airport Tariff,Art. 3 par 1,"The attribution foreseen in the caput may be performed by means of an administrative act or by means of direct contracting of Infraero by the Union, under the terms of the regulation.",None
1252,Law 13.319/2016 - Airport Tariff,Art. 3 par 2,"For the fulfillment of its social objective, Infraero is authorized to: I - create subsidiaries; II - participate, at together with its subsidiaries, minority-owned or
majority, of other public or private companies; III - transfer to the Aeronautics Command, of the Ministry of Defense, a subsidiary whose object is air navigation.",None
1253,Law 13.319/2016 - Airport Tariff,Art. 3 par 3,The subsidiaries and companies mentioned in items I and II of Paragraph 2 may also operate abroad. (NR),None
1254,Law 13.319/2016 - Airport Tariff,Art. 4,"Law No. 7.565, of December 19, 1986 , comes into effect with the following changes: ""Art. 38-A. The airport operator may remove aircraft, equipment and other goods left in the airport areas whenever they restrict the operation, capacity expansion or regular operation of the airport or cause health or environmental risks.",None
1255,Law 13.319/2016 - Airport Tariff,Art. 4 par 1,"The caput also applies to aircraft, equipment and other assets belonging to a bankrupt estate, upon communication to the competent court.",None
1256,Law 13.319/2016 - Airport Tariff,Art. 4 par 2,"Paragraph 2 The expenses incurred with the arrangements under this article will be reimbursed by the owners of the assets and, in the event of bankruptcy, will constitute extramarginal
claims to be paid by the estate.",None
1257,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 5,The airports subject to the Ceiling Revenue and the respective values will be established by an Ordinance from the competent Superintendence.,B1
1258,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 11,The Supported Proposal constitutes a regulatory flexibility mechanism whose objective is efficiency in airport management.,A2
1259,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 12,"Infraero may, with the support of the Airlines, submit a Supported Proposal, jointly or separately: I - change Ceiling Revenue values or establish alternative charging models; II - establish commitments regarding the provision of airport infrastructure and services; III - establish the X Factor that will be in effect in the subsequent five-year period as of the end of the current five-year period.",A2
1260,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 13,"The Agency shall approve or reject the proposal taking into consideration: I - best practice criteria for charging, investment, operational efficiency or service quality at airports; and/or II - the interests of the airports' end users.",A2
1261,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 18,"The collection of Revenue per Adjusted Passenger higher than the Ceiling Revenue established for the calendar year constitutes an infraction when the difference ascertained, according to the formula in § 2 of art. 4 of the Annex to this Resolution, is: I - greater than 10%, in the first five calendar years after this Resolution becomes effective; or II - greater than 7%, as of the sixth calendar year after this Resolution becomes effective; or III - greater than zero, in the last calendar year of operation, in eventual cases of operational transfer.",B4
1262,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 1,"Establish, under the terms of this Resolution, the tariff system applicable to activities of boarding, connection, landing and stay at airports managed by the Brazilian Airport Infrastructure Company - Infraero.",None
1263,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item I,"For the purposes of this Resolution, it is considered: Calendar year: period of time consisting of 12 months, beginning on January 1st and ending on December 31st;",None
1264,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item II,"Airport Activities (or simply Activities): defined, for the purposes of this Resolution, as the activities of boarding and connecting passengers and of landing and staying of aircraft;",None
1265,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item III,Adjustment Factor: fare revenue referring to the deviation that occurred in the Adjusted Revenue per Passenger in relation to the Ceiling Revenue per Passenger in a given year;,None
1266,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item IV,"X Factor: productivity factor, which may be applied in the Readjustments, with the objective of sharing the productivity and efficiency variations with the users;",None
1267,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item V,Group I: aircraft of scheduled and non-scheduled air transport companies registered for the following activities:,None
1268,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item V a,"Regular domestic: aircraft from Brazilian air transport companies, operating transport services, as registered with ANAC, in compliance with specific regulations;",None
1269,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item V b,"regular international: aircraft from national or foreign air transport companies, operating transport services, with landing in or overflying the national territory, as registered with ANAC, in compliance with specific regulations;",None
1270,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item V c,"non-scheduled: cargo and/or passenger, aircraft from Brazilian or foreign companies, except for air cab; and",None
1271,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item V d,"Aircraft classified in Group I that carry out activities of regular air transport, domestic or international, even if they make charter flights, reinforcement, transfer, cargo and/or passengers.",None
1272,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item VI,"Charged Passengers: Passengers who board at the airport, including connecting passengers, who do not have any tariff exemptions or benefits provided for in laws or normative acts in effect;",None
1273,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item VII,"PMD: Maximum Takeoff Weight, in tons, defined according to the information contained in the Airworthiness Certificate of the aircraft or other document that replaces it.",None
1274,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item VIII,"Readjustment: annual update of the Ceiling Revenue per Passenger, based on the inflation accumulated in the period and, when applicable, on the X Factor in force;",None
1275,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item IX,"Regulated Revenue (RR): revenue from boarding, connection, landing and sojourn fees applicable to Group I operations, excluding exclusively cargo operations and service, alternate and return flights;",None
1276,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item X,Revenue (Regulated) per Passenger (RP): ratio of Regulated Revenue and the amount of Fare Passengers;,None
1277,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item XI,"Adjusted (Regulated) Revenue per Passenger (APR): the ratio of Regulated Revenue, minus the updated Adjustment Factor, and the quantity of Fare Passengers;",None
1278,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item XII,"Ceiling Revenue (per Passenger) (RT): maximum amount, determined by ANAC, of the Adjusted Regulated Revenue per Passenger that may be obtained by the airport operator; and",None
1279,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item XIII,Airport Fees: fees that remunerate Airport Activities.,None
1280,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 3,"The tariffs for boarding, connection, landing and permanence will be defined by Infraero, respecting the values of Ceiling Revenue in force and eventual Supported Proposals, when applicable, besides observing the guidelines below:",None
1281,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 3 item I,"Pricing should follow good practices for pricing airport infrastructure and services, such as those described in manuals from international organizations such as ICAO, IATA, and ACI;",None
1282,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 3 item II,"Pricing must be based on objective and non-discriminatory criteria, such as time, day, season, available facilities, and level of service;",None
1283,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 3 item III,"The pricing proposals involving fare increases must be preceded by consultation with the relevant interested parties, in compliance with ANAC's current regulations; for airports subject to the Revenue Ceiling, Infraero must, at least thirty (30) days in advance of the change, present a consultation report to ANAC. for the other airports, Infraero must, whenever requested, submit a consultation report to ANAC.",None
1284,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 3 item IV,"changes in the values of Airport Charges must be informed to ANAC, to the public and to airlines and other airport users, at least 30 (thirty) days in advance; and",None
1285,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 3 item V,the current tables with the adopted fare values must be kept up-to-date and made available at the airports and on its website for free access and consultation by the general public.,None
1286,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 4,ANAC may suspend the implementation of charging proposals when they are in disagreement with the provisions of art. 3 of this Resolution or when potential damage to end users is identified.,None
1287,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 6,"For the tariffs that constitute the Regulated Revenue, the calculation methodology for Adjusted Revenue per Passenger, in the Annex of this Resolution, and the established values for Ceiling Revenue must be observed.",None
1288,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 7,ANAC will annually assess whether the Adjusted Revenue per Passenger is equal to or less than the established Ceiling Revenue.,None
1289,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 8,"The Ceiling Revenue will be readjusted every December, effective for the following calendar year, according to the following formula:",None
1290,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 9,The adjustments of the Ceiling Revenue will be established by means of an Ordinance from the Superintendence competent.,None
1291,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 14,"The Supported Proposal approved by ANAC will be in force for a period of 5 (five) calendar years, with the first period beginning in calendar year 2021. The presentation of a Supported Proposal involving more than a 5 (five) calendar year period will be allowed if the need for a longer period to make the agreement viable is demonstrated.",None
1292,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 15,"While in effect, the Supported Proposal approved by ANAC prevails over the restrictions on pricing established by ANAC, considering the scope of the proposal.",None
1293,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 16,"If requested, ANAC may act as mediator to facilitate the reaching of an agreement between the parties, including the possibility of defining parameters based on negotiations that have not resulted in a Supported Proposal.",None
1294,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 17,The ANAC may regulate rules and procedures to discipline the formulation and approval of the Supported Proposal.,None
1295,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 19,The penalty for collection of Revenue per Adjusted Passenger higher than the Ceiling Revenue in the cases foreseen in art. 18 of this Resolution is 100% of the amount earned resulting from the difference found.,None
1296,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 20,"The Additional Charge from the National Civil Aviation Fund - FNAC, established by Law # 9825 of August 23, 1999, must be charged together with the International Boarding Fare. Sole Paragraph. The procedures and criteria related to the collection of the Additional FNAC shall observe specific regulations.",None
1297,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 21,"The Ordinance of the competent Superintendence that establishes the Ceiling Revenue values as provided in art. 6 of this Resolution shall revoke Ordinance No. 83, of January 10, 2018, published in the Federal Official Gazette of January 17, 2018, Section 1, page 166, or the administrative act that replaces it.",None
1298,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 22,"Resolution No. 350 of December 19, 2014, published in the Official Gazette of the Union of December 24, 2014, Section 1, page 6, which provides for the model of tariff regulation, the readjustment of airport tariff ceilings and establishes rules for collection and collection, shall come into force with the following changes: ""Provides for the model of tariff regulation and the adjustment of the ceilings of
airport storage and wharfage tariffs and establishes rules for collection and
collection."" (NR)
""Art. 1 Establish, under the terms of this Resolution, the model for tariff regulation
and readjustment of the ceilings of airport storage and wharfage tariffs and the
rules for collection and collection."" (NR)
""Art. 2 .......................
....................................
II - airport activities (or simply activities): activities remunerated by airport tariffs,
defined, for the purposes of this Resolution, as the activities of storage and cargo
loading;
....................................
IX - annual readjustment: monetary updating of airport tariffs, carried out by
applying the Extended Consumer Price Index - IPCA;
X - airport fees: for the purposes of this Resolution, are the storage and wharfage fees
of the imported cargo or to be exported;
19/03/2019 SEI/ANAC - 2803034 - Resolution
https://sistemas.anac.gov.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=3836479&infr... 7/9
. ..................................""(NR)
""Art. 4 The readjustments of the tariff ceilings have the objective of monetarily
updating the tariffs and will be carried out, annually, 12 (twelve) months after the
previous readjustment, by applying the percentage variation of the IPCA in the
previous year, according to the formula below:
Tarifat = Tarifat-1 x (IPCAt / IPCAt-1)
Where:
Tarifat corresponds to the tariff value after the adjustment made in period t; IPCAt
corresponds to the IPCA published by IBGE in the month before the adjustment;
IPCAt-1 corresponds to the IPCA published by IBGE in the month before the
adjustment of the previous year;
t corresponds to time in years.
. ..................................""(NR)",None
1299,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 23,"It is declared the inapplicability of the Ordinance nº 1.592/GM5, of November 7th, 1984, published in the Federal Official Gazette of November 9th, 1984, Section 1, only regarding the tariff system applicable to the activities of boarding, connection, landing and stay in airports administered by Infraero.",None
1300,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 24,"The following are hereby revoked I - Items III, IV, V, VI, VII, VIII and XV of art. 2, art. 3, §§ 1 and 3 of art. 4, §§ 2 and 4 of art. 5, arts. 6, 7, 8, 14, 15, 16 and 17, the sole paragraph of art. 18, art. 19 and Annexes I and II of Resolution No. 350 of 2015; and II - Ordinance No. 2.007/SRE/SIA, dated August 26, 2014, published in the Official Gazette of the Union of August 27, 2014, Section 1, page 3.",None
1301,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 25,This Resolution comes into effect thirty (30) days after its publication,None
1302,Law 5862/1972 - Infraero,Art. 4 item II,"The Executive Branch will provide for the opening of a special credit of up to Cr$10,000,000.00 (ten million cruzeiros).",B4
1303,Law 5862/1972 - Infraero,Art. 4 item I,For the participation of the Union in INFRAERO's capital: I - The Executive Power is authorized to transfer to INFRAERO's assets: a) all the shares and credits that the Federal Government has or will have in companies related or similar to the airport infrastructure; b) other goods necessary and useful for its operation.,None
1304,Law 5862/1972 - Infraero,Art. 6 item II,The INFRAERO's resources will consist of Budget funds and resources from the Aeronautical Fund allocated to it by the Ministry of Aeronautics;,B4
1305,Law 5862/1972 - Infraero,Art. 6 item III,The INFRAERO's resources will consist of special credits intended for it,B4
1306,Law 5862/1972 - Infraero,Art. 7 ,"The personnel of the Company's Staff will be hired by competitive examination or qualification proof in an employment regime subject to the labor legislation and to the norms consigned in the Company's Staff Regulation. For the execution of tasks of a technical or specialized nature, INFRAERO may hire individuals or legal entities, observing the precepts of the civil or labor legislation. To the public servant that, to enter the Company through a contest or qualification exam, has been removed from an effective public post, the respective service time will be guaranteed for the purposes of the general social security system.",B4
1307,Law 5862/1972 - Infraero,Art. 1,"The Executive Branch is authorized to create a public company, as defined in item Il of Article 5, of Decree- Law No. 200, of February 25, 1967, as amended by Decree-Law No. 900, of September 29, 1969, called Empresa Brasileira de Infra-Estrutura Aeroportuária - INFRAERO (Brazilian Company for Airport Infrastructure), linked to the Ministry of Aeronautics.",None
1308,Law 5862/1972 - Infraero,Art. 3 item I,"To accomplish its purpose, INFRAERO is also responsible for I - to supervise technically, operationally and administratively the airport infrastructure units;",None
1309,Law 5862/1972 - Infraero,Art. 3 item II,"II - create agencies, offices or dependencies throughout the national territory;",None
1310,Law 5862/1972 - Infraero,Art. 3 item III,III - managing the Federal Government's shareholding in its subsidiary companies;,None
1311,Law 5862/1972 - Infraero,Art. 3 item IV,"IV - promote the raising of funds from internal and external sources, to be applied to the administration, operation, maintenance, expansion, and improvement of the airport infrastructure;",None
1312,Law 5862/1972 - Infraero,Art. 3 item V,"V - prepare program-budgets of its activities and analyze those presented by its subsidiaries, making them compatible with its own, considering the administration, maintenance and new investment charges, and forward them to the Ministry of Aeronautics, to justify the use of resources from the Aeronautical Fund;",None
1313,Law 5862/1972 - Infraero,Art. 3 item VI,"VI - to represent the Federal Government in the existing acts, contracts, and agreements, and to sign others, deemed convenient by the Ministry of Aeronautics, with the States of the Federation, Federal Territories, Municipalities, and public and private entities, for the purposes set forth in the previous article;",None
1314,Law 5862/1972 - Infraero,Art. 3 item VII,VII - promote the constitution of subsidiaries to manage airport infrastructure units whose complexity requires decentralized administration;,None
1315,Law 5862/1972 - Infraero,Art. 3 item VIII,"VIII - execute or promote the contracting of studies, plans, projects, works and services related to its activities;",None
1316,Law 5862/1972 - Infraero,Art. 3 item IX,"IX - execute or promote the contracting of studies, plans, projects, works and services of interest to the Ministry of Aeronautics, consistent with its objectives, for which special resources are destined;",None
1317,Law 5862/1972 - Infraero,Art. 3 item X,"X - to enter into contracts and agreements with agencies of the Direct and Indirect Administration of the Ministry of Aeronautics, to provide specialized technical services;",None
1318,Law 5862/1972 - Infraero,Art. 3 item XI,"
XI - promote the formation, training and improvement of specialized personnel, necessary for its activities;",None
1319,Law 5862/1972 - Infraero,Art. 3 item XII,"XII - to promote and coordinate with the competent bodies the necessary measures for the installation and permanence of the security, police, customs and health services at international airports, supervising and controlling them",None
1320,Law 5862/1972 - Infraero,Art. 3 item XIII,XIII - promote the execution of other activities related to its purpose.,None
1321,Law 5862/1972 - Infraero,Art. 5,"The President of the Republic will designate, by indication of the Minister of Aeronautics, the representative of the Union in the company's constituent acts.",None
1322,Law 5862/1972 - Infraero,Art. 5 par 1,"The constitutive acts will be preceded by the following providences, under the responsibility of a commission specially designated by the Minister of Aeronautics: I - Enrollment of the assets, rights and shares referred to in the previous article;
II - valuation of the assets, rights, and shares listed;
III - elaboration of the Statutes project;
IV - Plan for gradual absorption of charges;
V - proposal of all other measures necessary for the operation of the company.",None
1323,Law 5862/1972 - Infraero,Art. 5 par 2,"The constituent acts shall comprise:
I - approval of the appraisals of the listed assets, rights and shares;
II - approval of the Gradual Absorption Plan;
III - approval of the Statutes.",None
1324,Law 5862/1972 - Infraero,Art. 5 par 3,"The constitution of INFRAERO, as well as later modifications, will be approved by acts of the Minister of Aeronautics.",None
1325,Law 5862/1972 - Infraero,Art. 6 item I,"The INFRAERO's resources will consist of Airport fees collected at the airports it directly manages, with the exception of those related to the use of communications and en-route air navigation aids;",None
1326,Law 5862/1972 - Infraero,Art. 6 item IV,The INFRAERO's resources will consist of income from its participation in other companies;,None
1327,Law 5862/1972 - Infraero,Art. 6 item V,"The INFRAERO's resources will consist of proceeds from credit operations, interest, and the sale of assets or unserviceable materials;",None
1328,Law 5862/1972 - Infraero,Art. 6 item VI,"The INFRAERO's resources will consist of resources received as remuneration for technical, specialized or administrative assistance;",None
1329,Law 5862/1972 - Infraero,Art. 6 item VII,The INFRAERO's resources will consist of resources from other sources.,None
1330,Law 5862/1972 - Infraero,Art. 6-A,"The contracting of goods and services by Infraero and its controlled companies, as per the procedures granted to Petrobras in Article 67 of Law No. 9,478, of August 6, 1997, as well as the permissions and concessions of use of areas, facilities and airport equipment, shall observe a simplified bidding procedure to be defined in a decree from the President of the Republic.",None
1331,Law 5862/1972 - Infraero,Art. 8,"The Ministry of Aeronautics is authorized to create subsidiary companies of INFRAERO to carry out its objectives. Sole paragraph. ARSA - Aeroportos do Rio de Janeiro Sociedade Anônima, authorized to be established by Law 5.580, of May 25, 1970, will become a subsidiary of INFRAERO.",None
1332,Law 5862/1972 - Infraero,Art. 9,"INFRAERO may promote expropriation under the terms of the legislation in force, and may transfer the ownership and possession of the expropriated assets to its subsidiaries, as long as the purpose foreseen in the public utility declaration act is maintained.",None
1333,Law 5862/1972 - Infraero,Art. 11,"This law will come into effect on the date of its publication, revoking provisions to the contrary.",None
1334,Decree 7624/2011 - Airport concession,Art. 14 item VI,"In the concession contracts, the clauses established in art. 23 of Law nº 8.987, of February 13, 1995, and in art. 5 of Law nº 11.079, of December 30, 2004, will be included, whenever applicable, besides clauses related to the rules for the assumption of control of the concession by the financiers;",A3
1335,Decree 7624/2011 - Airport concession,Art. 15 item I,"In order to assure competition conditions, the granting authority may establish the following restrictions regarding the obtaining and exploration of the concession, among others, observing the attributions of the Brazilian System for the Defense of Competition: rules designed to preserve competition between aerodromes;",A3
1336,Decree 7624/2011 - Airport concession,Art. 15 item I,"In order to assure competition conditions, the granting authority may establish the following restrictions regarding the obtaining and exploration of the concession, among others, observing the attributions of the Brazilian System for the Defense of Competition: rules designed to preserve competition between aerodromes;",A5
1337,Decree 7624/2011 - Airport concession,Art. 15 item II,provisions for the performance of the concessionaire in the provision of ancillary services to companies providing air transport services; and,A3
1338,Decree 7624/2011 - Airport concession,Art. 15 item III,rules of action of the concessionaire related to the cession of areas to the companies providing air transport services.,A3
1339,Decree 7624/2011 - Airport concession,Art. 16,"At ANAC's discretion, the direct or indirect participation of air transport service providers in the concessionaire's capital may be limited, as well as the participation of the concessionaire or its partners, directly or indirectly, in the capital of air transport service providers.",A3
1340,Decree 7624/2011 - Airport concession,Art. 16 sole par,"In the case of concessions held by States, Federal District and Municipalities, the participation of companies, as foreseen in the caput, must be submitted to ANAC for prior approval.",A2
1341,Decree 7624/2011 - Airport concession,Art. 1,"This Decree sets forth the conditions for the exploitation of airport infrastructure by private enterprise, by means of concession. Sole Paragraph. For the purposes of this Decree, aerodromes are considered to be the public civilian aerodromes that comprise the airport infrastructure to be granted.",None
1342,Decree 7624/2011 - Airport concession,Art. 2,"The Civil Aviation Secretariat of the Presidency of the Republic will edit, by means of an Ordinance, the granting plan that specifies the aerodromes to be granted by the Union.",None
1343,Decree 7624/2011 - Airport concession,Art. 3,"The dispositions of this Decree apply to the aerodromes delegated by the Union to the States, Federal District and Municipalities, under the terms of art. 24-D, item VIII of the caput, of Law nº 10.683, of May 28, 2003, by means of an agreement, respecting the applicable federal norms.",None
1344,Decree 7624/2011 - Airport concession,Art. 3 par 1,"For the purposes of this Decree, the States, the Federal District, and the Municipalities may exercise attributions of granting power, in the terms of the competencies delegated by the Union through signed agreements.",None
1345,Decree 7624/2011 - Airport concession,Art. 3 par 2,"The concession of aerodrome exploitation by States, Federal District, and Municipalities, in the execution of the agreements referred to in the caput, will depend on the prior and express consent of the Civil Aviation Secretariat of the Presidency of the Republic.",None
1346,Decree 7624/2011 - Airport concession,Art. 3 par 3,"This Decree applies to the agreements and other acts signed by the Union with States, Federal District and Municipalities for the construction, maintenance or operation of aerodromes.",None
1347,Decree 7624/2011 - Airport concession,Art. 4,"The concessionaire must provide adequate service to users and observe the legal and regulatory norms relative to technical and safety aspects of civil aviation, especially those issued by the National Civil Aviation Agency - ANAC and by the Ministry of Defense, through the Aeronautics Command - COMAER, as well as the provisions of the concession contract.",None
1348,Decree 7624/2011 - Airport concession,Art. 5,"The granted aerodromes may be used by any aircraft, without distinction of ownership or nationality, against the burden of use, unless, for operational or safety reasons, there is a restriction of use for specific types of aircraft or air services, being forbidden the discrimination of users.",None
1349,Decree 7624/2011 - Airport concession,Art. 6,"The period of validity will be established by the granting authority, in the public notice and in the concession contract, and must be compatible with the amortization of the investments, and may be extended only once, for up to five years, for the purpose of economic-financial rebalancing resulting from the realization of risks not assumed by the concessionaire in the contract, by means of a motivated act. Sole paragraph. In the concession under the public-private partnership regime, the term referred to in for the purposes set forth in the caput, cannot exceed thirty-five years, including any extension.",None
1350,Decree 7624/2011 - Airport concession,Art. 7,"In the exploration of a granted aerodrome, the airport tariffs will be applied according to the tariff system established by ANAC.",None
1351,Decree 7624/2011 - Airport concession,Art. 7 par 1,"The tariff regime of the concession contracts must foresee the transfer of efficiency and productivity gains to the users, and consider quality aspects in the provision of the service.",None
1352,Decree 7624/2011 - Airport concession,Art. 7 par 2,"The tariff values will be readjusted annually, by a consumer price index.",None
1353,Decree 7624/2011 - Airport concession,Art. 8,"At the discretion of the granting authority, in a grounded decision, the alternative, complementary, accessory revenues or those from associated projects, with or without exclusivity, can be used to favor the airport system's tariff moderation as a whole, including through the expansion and improvement of the infrastructure.",None
