,Unnamed: 0,Law,Paragraph,Text,Category,text_clean
1207,1207,Resolution 181/2011 by National Civil Aviation Agency - Airport Classification,Art. 3,"The application for designation of an airport as international must contain: I - available information about the type of service, origin, destination, time and frequency of intended operations, and the type and configuration of aircraft to be employed; II - prevision of service restrictions to international air traffic operations, if applicable, as provided in art. 1, §2; III - administrative decision that attests the capacity to serve international air traffic operations at the
airport and, if applicable, that establishes conditions or restrictions for the service, issued: a) by the Brazilian Federal Revenue Service - RFB;
b) by the Federal Police Department - DPF;
c) by the National Health Surveillance Agency - ANVISA;
d) the Agricultural Defense Secretariat of the Ministry of Agriculture, Livestock and
Supply; and
e) by the other authorities established in specific regulations; IV -
declaration by the airport operator that attests:
a) the fulfillment of the conditions required by the border control authorities; and
b) compliance with ANAC regulations concerning civil aviation security against acts of unlawful
interference.",A,the applic for design of an airport a intern must contain i avail inform about the type of servic origin destin time and frequenc of intend oper and the type and configur of aircraft to be employ ii previs of servic restrict to intern air traffic oper if applic a provid in art §2 iii administr decis that attest the capac to serv intern air traffic oper at the airport and if applic that establish condit or restrict for the servic issu a by the brazilian feder revenu servic rfb b by the feder polic depart dpf c by the nation health surveil agenc anvisa d the agricultur defens secretariat of the ministri of agricultur livestock and suppli and e by the other author establish in specif regul iv declar by the airport oper that attest a the fulfil of the condit requir by the border control author and b complianc with anac regul concern civil aviat secur against act of unlaw interfer
1208,1208,Resolution 181/2011 by National Civil Aviation Agency - Airport Classification,Art. 3,"The application for designation of an airport as international must contain: I - available information about the type of service, origin, destination, time and frequency of intended operations, and the type and configuration of aircraft to be employed; II - prevision of service restrictions to international air traffic operations, if applicable, as provided in art. 1, §2; III - administrative decision that attests the capacity to serve international air traffic operations at the
airport and, if applicable, that establishes conditions or restrictions for the service, issued: a) by the Brazilian Federal Revenue Service - RFB;
b) by the Federal Police Department - DPF;
c) by the National Health Surveillance Agency - ANVISA;
d) the Agricultural Defense Secretariat of the Ministry of Agriculture, Livestock and
Supply; and
e) by the other authorities established in specific regulations; IV -
declaration by the airport operator that attests:
a) the fulfillment of the conditions required by the border control authorities; and
b) compliance with ANAC regulations concerning civil aviation security against acts of unlawful
interference.",A,the applic for design of an airport a intern must contain i avail inform about the type of servic origin destin time and frequenc of intend oper and the type and configur of aircraft to be employ ii previs of servic restrict to intern air traffic oper if applic a provid in art §2 iii administr decis that attest the capac to serv intern air traffic oper at the airport and if applic that establish condit or restrict for the servic issu a by the brazilian feder revenu servic rfb b by the feder polic depart dpf c by the nation health surveil agenc anvisa d the agricultur defens secretariat of the ministri of agricultur livestock and suppli and e by the other author establish in specif regul iv declar by the airport oper that attest a the fulfil of the condit requir by the border control author and b complianc with anac regul concern civil aviat secur against act of unlaw interfer
1209,1209,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 10,"The remuneration for the use of the areas destined to public organs will have a price defined proportionally in relation to the reimbursement, on a non-profit basis, of expenses with water, electric power, cleaning, equipment maintenance and other related expenses, in the terms of specific instruments.",B,the remuner for the use of the area destin to public organ will have a price defin proport in relat to the reimburs on a non-profit basi of expens with water electr power clean equip mainten and other relat expens in the term of specif instrument
1210,1210,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 12,Any variable charge to remunerate the use of the areas destined to aircraft fueling activities must be fixed based on the volume of fuel commercialized by the distributor.,B,ani variabl charg to remuner the use of the area destin to aircraft fuel activ must be fix base on the volum of fuel commerci by the distributor
1211,1211,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 13,"The remuneration for the use of commercial areas is freely negotiated between the aerodrome operator and the interested party, observing the proper regime applicable to these contracts.",A,the remuner for the use of commerci area is freeli negoti between the aerodrom oper and the interest parti observ the proper regim applic to these contract
1212,1212,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 13,"The remuneration for the use of commercial areas is freely negotiated between the aerodrome operator and the interested party, observing the proper regime applicable to these contracts.",A,the remuner for the use of commerci area is freeli negoti between the aerodrom oper and the interest parti observ the proper regim applic to these contract
1213,1213,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 14,"The aerodrome operator may negotiate the term of the area use contract, limited to the
term of its concession to explore the airport infrastructure, if any, or to a maximum term of 25 (twentyfive)
years.",A,the aerodrom oper may negoti the term of the area use contract limit to the term of it concess to explor the airport infrastructur if ani or to a maximum term of twentyf year
1214,1214,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 1,"To establish criteria for the allocation and remuneration of airport areas in public airfields. Discriminatory and abusive practices are forbidden in the allocation and remuneration of
airport areas. In cases where there is no scarcity of airport areas, defined in the terms of this Resolution, the management autonomy of the aerodrome operator prevails in its allocation and in the establishment of conditions for its use, observing the provisions in § 1 of this article.",None,to establish criterion for the alloc and remuner of airport area in public airfield discriminatori and abus practic are forbidden in the alloc and remuner of airport area in case where there is no scarciti of airport area defin in the term of thi resolut the manag autonomi of the aerodrom oper prevail in it alloc and in the establish of condit for it use observ the provis in § of thi articl
1215,1215,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 2,"For the effects of this Resolution, are considered as airport areas those located in the airport and destined: I - to public agencies that, by legal provision, must operate in Brazilian airports;
II - to the attendance and movement of passengers, baggage, and cargo; III - to concessionaires, permissionaires or air service authorizers;
IV - services ancillary to air transport and aircraft fuelling; V - to the shelter and maintenance of aircraft;
VI - the aeronautical industry; and VII - to the other activities developed at the airport, such as retail stores, lounges destined to serve exclusive clients (VIP areas), car rental, car parking, leisure services, banks, restaurants, snack bars, bars, hotels, and others. The activities developed in the airport areas are classified as follows: I - administrative, comprising the activities described in item I of the caption of this article; II - operational, comprising the activities described in items II to V of the head of this article;  III - commercial, comprising the activities described in items VI and VII of the caption article. It will be up to the aerodrome operator to determine the appropriate location and size of the
areas mentioned in this article, observing the specific regulations.",None,for the effect of thi resolut are consid a airport area those locat in the airport and destin i to public agenc that by legal provis must oper in brazilian airport ii to the attend and movement of passeng baggag and cargo iii to concessionair permissionair or air servic author iv servic ancillari to air transport and aircraft fuell v to the shelter and mainten of aircraft vi the aeronaut industri and vii to the other activ develop at the airport such a retail store loung destin to serv exclus client vip area car rental car park leisur servic bank restaur snack bar bar hotel and other the activ develop in the airport area are classifi a follow i administr compris the activ describ in item i of the caption of thi articl ii oper compris the activ describ in item ii to v of the head of thi articl iii commerci compris the activ describ in item vi and vii of the caption articl it will be up to the aerodrom oper to determin the appropri locat and size of the area mention in thi articl observ the specif regul
1216,1216,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 3,"The aerodrome operator, observing, where applicable, art. 40 of Law No. 7.565, of December 19, 1986, and the regulations concerning the adequacy of the service, must make available to companies that explore or intend to explore regular public air transport service, under the terms and conditions established in this Resolution, under free negotiation, the access to the necessary areas for the execution of the activities of: I - aircraft, passengers and their baggage (check-in); II - receiving and dispatching cargo and goods transported by aircraft; III - aircraft loading and unloading; IV - aircraft maintenance and related services; V - aircraft shelter and ramp equipment; and VI - administrative office installation.",None,the aerodrom oper observ where applic art of law no 7.565 of decemb and the regul concern the adequaci of the servic must make avail to compani that explor or intend to explor regular public air transport servic under the term and condit establish in thi resolut under free negoti the access to the necessari area for the execut of the activ of i aircraft passeng and their baggag check-in ii receiv and dispatch cargo and good transport by aircraft iii aircraft load and unload iv aircraft mainten and relat servic v aircraft shelter and ramp equip and vi administr offic instal
1217,1217,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 3 par 1,"Access to the areas mentioned in this article will be made available to companies that operate or intend to operate at the airport, upon request and as needed.",None,access to the area mention in thi articl will be made avail to compani that oper or intend to oper at the airport upon request and a need
1218,1218,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 3 par 2,"Once companies have access to the available areas specified in item I of the head of this article, the aerodrome operator must adopt measures to ensure access to the other areas specified in items II to VI of the same article, when necessary for proper operation.",None,onc compani have access to the avail area specifi in item i of the head of thi articl the aerodrom oper must adopt measur to ensur access to the other area specifi in item ii to vi of the same articl when necessari for proper oper
1219,1219,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 3 par 3,"The areas mentioned in this article may be made available to companies that explore or intend to explore the other types of public air transport service, as defined in Law 7.565/1986, observing the criteria in art. 7.",None,the area mention in thi articl may be made avail to compani that explor or intend to explor the other type of public air transport servic a defin in law 7.565/1986 observ the criterion in art
1220,1220,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 4,The airport areas will be distributed by the aerodrome operator to companies that operate or intend to operate at the airport for use in the following modalities: I - shared use; or II - exclusive use.,None,the airport area will be distribut by the aerodrom oper to compani that oper or intend to oper at the airport for use in the follow modal i share use or ii exclus use
1221,1221,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 5,Any conflicts motivated by the denial of access of regular public air transport service companies to any of the areas referred to in Art. 3 must be preferably resolved by direct agreements established between the parties.,None,ani conflict motiv by the denial of access of regular public air transport servic compani to ani of the area refer to in art must be prefer resolv by direct agreement establish between the parti
1222,1222,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 6,"If the conflict is not solved in the terms of art. 5th of this Resolution, the scarcity of the areas in relation to which there was a preterition will be configured, and the aerodrome operator must observe the following rules for the allocation of these areas: I - allocate, at least, 10% (ten percent) of the existing areas specified in art. 3, item I, of this Resolution for shared use by companies that operate or intend to operate at the airport; II - limit the allocation of areas for exclusive use, specified in art. 3, item I, of this Resolution by the proportion between the number of passengers handled by the company at the airport and the total number of passengers handled at the airport by all companies, in the period of 6 (six) months prior to the request of the area for exclusive use; III - limit the allocation of areas for exclusive use, specified in art. 3, item II, of this Resolution, by the proportion between the amount of cargo handled by the company at the airport and the total amount of cargo handled at the airport by all companies, in the period of 12 (twelve) months preceding the request for the area for exclusive use; and IV - limit the allocation of areas for exclusive use, specified in art. 3, items III to VI, of this Resolution by the proportion between the number of landings and take-offs of the company at the airport and the total number of landings and take-offs at the airport by all companies, in the period of 12 (twelve) months prior to the request of the area for exclusive use.",None,if the conflict is not solv in the term of art 5th of thi resolut the scarciti of the area in relat to which there wa a preterit will be configur and the aerodrom oper must observ the follow rule for the alloc of these area i alloc at least ten percent of the exist area specifi in art item i of thi resolut for share use by compani that oper or intend to oper at the airport ii limit the alloc of area for exclus use specifi in art item i of thi resolut by the proport between the number of passeng handl by the compani at the airport and the total number of passeng handl at the airport by all compani in the period of six month prior to the request of the area for exclus use iii limit the alloc of area for exclus use specifi in art item ii of thi resolut by the proport between the amount of cargo handl by the compani at the airport and the total amount of cargo handl at the airport by all compani in the period of twelv month preced the request for the area for exclus use and iv limit the alloc of area for exclus use specifi in art item iii to vi of thi resolut by the proport between the number of land and take-off of the compani at the airport and the total number of land and take-off at the airport by all compani in the period of twelv month prior to the request of the area for exclus use
1223,1223,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 6 par 1,"Once shortage is configured in the caput, ANAC will establish the maximum term for reallocation of the areas, according to the provisions of this article, without prejudice to the provisions of art. 3, §2, of this Resolution, observing a minimum of 30 (thirty) days.",None,onc shortag is configur in the caput anac will establish the maximum term for realloc of the area accord to the provis of thi articl without prejudic to the provis of art §2 of thi resolut observ a minimum of thirti day
1224,1224,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 6 par 2,The proof of area reallocation will be provided by means of the contractual instruments signed between the aerodrome operator and the companies that operate in the area in which the shortage is verified.,None,the proof of area realloc will be provid by mean of the contractu instrument sign between the aerodrom oper and the compani that oper in the area in which the shortag is verifi
1225,1225,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 6 par 3,"The contractual instruments mentioned in §2 of this article must guarantee the efficient use of the areas in question, allowing their redistribution for the purposes of applying this Resolution.",None,the contractu instrument mention in §2 of thi articl must guarante the effici use of the area in question allow their redistribut for the purpos of appli thi resolut
1226,1226,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 7,"If the scarcity of the areas referred to in art. 3 of this Resolution is not configured by companies operating regular public air transport services, the aerodrome operator must make them available according to its own criteria, observing the provisions of art. 40 of Law No. 7,565, as applicable, and the following order of priority: I - companies operating non-scheduled public air transport services; II - companies operating services ancillary to air transport and aircraft fuelling; and III - other service providers and individuals.",None,"if the scarciti of the area refer to in art of thi resolut is not configur by compani oper regular public air transport servic the aerodrom oper must make them avail accord to it own criterion observ the provis of art of law no 7,565 a applic and the follow order of prioriti i compani oper non-schedul public air transport servic ii compani oper servic ancillari to air transport and aircraft fuell and iii other servic provid and individu"
1227,1227,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 8,"The companies that operate public air services are allowed to contract with providers of auxiliary services to air transport and aeronautical maintenance, the provision of services in the areas referred to in art. 3 allocated to them.",None,the compani that oper public air servic are allow to contract with provid of auxiliari servic to air transport and aeronaut mainten the provis of servic in the area refer to in art alloc to them
1228,1228,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 9,"The aerodrome operator, observing, as applicable, art. 40 of Law No. 7.565/1986, and the regulation related to the adequacy of the service, must make available to companies that operate or intend to operate in the provision of ancillary services to air transport, aircraft fueling and aircraft maintenance, under the terms and conditions established in this Resolution, under free negotiation, the access to the necessary areas for the execution of their activities.",None,the aerodrom oper observ a applic art of law no 7.565/1986 and the regul relat to the adequaci of the servic must make avail to compani that oper or intend to oper in the provis of ancillari servic to air transport aircraft fuel and aircraft mainten under the term and condit establish in thi resolut under free negoti the access to the necessari area for the execut of their activ
1229,1229,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 9 par 1,The aerodrome operator may limit the access of the companies mentioned in the head of this article to the necessary areas when it is proven that there is no area available to carry out the requested activity.,None,the aerodrom oper may limit the access of the compani mention in the head of thi articl to the necessari area when it is proven that there is no area avail to carri out the request activ
1230,1230,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 9 par 2,"In case of access limitation referred to in § 1 of this article, the aerodrome operator must forward to ANAC, within 30 (thirty) days from the occurrence of the fact, the justification for the limitation adopted, and the possible measures to be adopted to eliminate the existing restrictions, with respective deadlines, which will be made available to the public on ANAC's website.",None,in case of access limit refer to in § of thi articl the aerodrom oper must forward to anac within thirti day from the occurr of the fact the justif for the limit adopt and the possibl measur to be adopt to elimin the exist restrict with respect deadlin which will be made avail to the public on anac 's websit
1231,1231,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 11,"Remuneration at specific prices for the use of areas destined for operational activities, listed in Art. 2, items II to V, will be freely agreed upon between the aerodrome operator and the contracting parties, and any discriminatory and abusive practices are forbidden, under the terms of the current legislation and ANAC regulations.",None,remuner at specif price for the use of area destin for oper activ list in art item ii to v will be freeli agre upon between the aerodrom oper and the contract parti and ani discriminatori and abus practic are forbidden under the term of the current legisl and anac regul
1232,1232,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 11 par 1,Eventual conflicts should preferably be solved by direct agreements established between the contracting parties.,None,eventu conflict should prefer be solv by direct agreement establish between the contract parti
1233,1233,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 11 par 2,ANAC will be responsible for administratively settling conflicts of interest not resolved through direct agreements established between the parties.,None,anac will be respons for administr settl conflict of interest not resolv through direct agreement establish between the parti
1234,1234,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 11 par 3,"ANAC may monitor the prices charged by the aerodrome operator in the areas mentioned in the caput, observing the market practices, being at its discretion the comparison with prices charged in other airports in Brazil and abroad and the analysis of costs related to the use of the referred areas.",None,anac may monitor the price charg by the aerodrom oper in the area mention in the caput observ the market practic be at it discret the comparison with price charg in other airport in brazil and abroad and the analysi of cost relat to the use of the refer area
1235,1235,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 11 par 4,"In case of non-compliance with the provisions of this article, ANAC may, at any time, establish the regulation of prices related to the use of areas destined to operational activities by means of ceiling prices, maximum revenue or another method to be established in specific regulations after ample public discussion.",None,in case of non-compli with the provis of thi articl anac may at ani time establish the regul of price relat to the use of area destin to oper activ by mean of ceil price maximum revenu or anoth method to be establish in specif regul after ampl public discus
1236,1236,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 15,Cases not covered will be settled by ANAC.,None,case not cover will be settl by anac
1237,1237,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 16,"This Resolution comes into force after: I - 180 (one hundred and eighty) days from its publication in the Official Gazette of the Union
(DOU) , in relation to art. 12; and II - 30 (thirty) days from its publication in the DOU for the other provisions.",None,thi resolut come into forc after i one hundr and eighti day from it public in the offici gazett of the union dou in relat to art and ii thirti day from it public in the dou for the other provis
1238,1238,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,Art. 17,"The following are hereby revoked I - Resolution 113, of September 22, 2009, published in the DOU of September 23, 2009,
Section 1, page 6; II - Resolution 170, of August 24, 2010, published in the DOU of August 25, 2010, Section 1,
page 12; III - Resolution No. 201, of September 22, 2011, published in the DOU of September 23, 2011,
Section 1, page 4; IV - Article 7 of Resolution No. 208 of November 22, 2011, published in the DOU of
November 28, 2011, Section 1, page 4; V - the Resolution No. 222 of March 22, 2012, published in the DOU of March 23, 2012,
Section 1, page 2; VI - the Resolution No. 239, dated June 21, 2012, published in the DOU of June 22, 2012,
Section 1, page 3; and VII - the Resolution No. 247, dated September 25, 2012, published in the DOU of September 26, 2012, Section 1, page 1.",None,the follow are herebi revok i resolut of septemb publish in the dou of septemb section page ii resolut of august publish in the dou of august section page iii resolut no of septemb publish in the dou of septemb section page iv articl of resolut no of novemb publish in the dou of novemb section page v the resolut no of march publish in the dou of march section page vi the resolut no date june publish in the dou of june section page and vii the resolut no date septemb publish in the dou of septemb section page
1239,1239,Law 6009/1973 - Use and exploitation of airports,Art. 8,"The use of facilities and services intended to support and make air navigation safe, provided by the Aeronautics Command, is subject to the payment of the following air navigation fees. Route Communications and Air Navigation Aid Usage Charge - due for the use of the set of facilities and services related to the control of en-route flights, in accordance with the specific rules of the Aeronautical Command; (Included by Law 12,648 of 2012) II - Communications and Radio-aid Usage Charge for Air Navigation in the Approach Control Area - due for the use of the set of facilities and services related to approach control, in accordance with the specific norms of the Aeronautical Command; (Included by Law 12,648, 2012) III - User Charge for Communications and Radio-aid to Air Navigation in Aerodrome Control Area - due for the use of all facilities and services related to aerodrome control or aerodrome flight information services, in
accordance with the specific norms of the Aeronautics Command.",None,"the use of facil and servic intend to support and make air navig safe provid by the aeronaut command is subject to the payment of the follow air navig fee rout commun and air navig aid usag charg due for the use of the set of facil and servic relat to the control of en-rout flight in accord with the specif rule of the aeronaut command includ by law 12,648 of ii commun and radio-aid usag charg for air navig in the approach control area due for the use of the set of facil and servic relat to approach control in accord with the specif norm of the aeronaut command includ by law 12,648 iii user charg for commun and radio-aid to air navig in aerodrom control area due for the use of all facil and servic relat to aerodrom control or aerodrom flight inform servic in accord with the specif norm of the aeronaut command"
1240,1240,Law 6009/1973 - Use and exploitation of airports,Art. 8 par 1,"The services referred to in the caput may, at the discretion of the Aeronautics Command, be provided by other public and private agencies and entities.",None,the servic refer to in the caput may at the discret of the aeronaut command be provid by other public and privat agenc and entiti
1241,1241,Law 6009/1973 - Use and exploitation of airports,Art. 8 par 2,The fees provided in this article shall be levied on the owner or operator of the aircraft.,None,the fee provid in thi articl shall be levi on the owner or oper of the aircraft
1242,1242,Law 6009/1973 - Use and exploitation of airports,Art. 8 par 3,"The tariffs provided for in this article shall be set by the Commander of the Air Force, after approval by the Minister of Defense and manifestation of the National Civil Aviation Agency, for general application throughout the national territory.",B,the tariff provid for in thi articl shall be set by the command of the air forc after approv by the minist of defens and manifest of the nation civil aviat agenc for gener applic throughout the nation territori
1243,1243,Law 13.319/2016 - Airport Tariff,Art. 6,Debts of Infraero arising from the additional airport tariff (ATAERO) between 1 December 2013 and 31 December 2016 are forgiven.,B,debt of infraero aris from the addit airport tariff ataero between decemb and decemb are forgiven
1244,1244,Law 13.319/2016 - Airport Tariff,Art. 1,"The Additional Airport Charge, created by Law No. 7,920, of December 7, 1989 , is extinguished as of January 1, 2017.",None,"the addit airport charg creat by law no 7,920 of decemb is extinguish a of januari"
1245,1245,Law 13.319/2016 - Airport Tariff,Art. 1 par 1,"On the date mentioned in the caput, the National Civil Aviation Agency (Anac) will alter the airport tariff values to incorporate the value corresponding to the extinct Additional Airport Tariff.",None,on the date mention in the caput the nation civil aviat agenc anac will alter the airport tariff valu to incorpor the valu correspond to the extinct addit airport tariff
1246,1246,Law 13.319/2016 - Airport Tariff,Art. 1 par 2,"The incorporation of the Additional Airport Charge mentioned in § 1 will not be applicable for the calculation of the Airport Charge Reference Unit (Urta) provided for in the concession contracts for exploitation of federal airport infrastructure entered into until the date of publication of Provisional Measure No. 714, of March 1, 2016.",None,the incorpor of the addit airport charg mention in § will not be applic for the calcul of the airport charg refer unit urta provid for in the concess contract for exploit of feder airport infrastructur enter into until the date of public of provision measur no of march
1247,1247,Law 13.319/2016 - Airport Tariff,Art. 2,"Until the completion of the recomposition of the economic-financial balance of concession contracts for the exploitation of airport infrastructure, due to the provisions of Art. 1, the difference between the revised tariff values and those resulting from contracts in force on the date of publication of Provisional Measure No. 714, of March 1, 2016 , shall be transferred to the National Civil Aviation Fund (Fnac), minus the taxes and variable contribution levied on this difference, as the amount due as consideration to the Federal Government due to the granting of airport infrastructure, referred to in item III of § 1 of art. 63 of Law No. 12,462, of August 4, 2011 .",None,"until the complet of the recomposit of the economic-financi balanc of concess contract for the exploit of airport infrastructur due to the provis of art the differ between the revis tariff valu and those result from contract in forc on the date of public of provision measur no of march shall be transfer to the nation civil aviat fund fnac minu the tax and variabl contribut levi on thi differ a the amount due a consider to the feder govern due to the grant of airport infrastructur refer to in item iii of § of art of law no 12,462 of august"
1248,1248,Law 13.319/2016 - Airport Tariff,Art. 2 par 1,"The collection of the amounts mentioned in the caput must be made by the concessionaires by the fifteenth working day of the month subsequent to the collection of the tariffs, with a system identical to that used to collect airport tariffs.",None,the collect of the amount mention in the caput must be made by the concessionair by the fifteenth work day of the month subsequ to the collect of the tariff with a system ident to that use to collect airport tariff
1249,1249,Law 13.319/2016 - Airport Tariff,Art. 2 par 2,"Anac must conclude the processes of recomposition of the economic-financial balance referred to in the caput within 180 (one hundred and eighty) days, as of the incorporation referred to in art. 1.",None,anac must conclud the process of recomposit of the economic-financi balanc refer to in the caput within one hundr and eighti day a of the incorpor refer to in art
1250,1250,Law 13.319/2016 - Airport Tariff,Art. 3,"Art. 2 of Law nº 5.862, of December 12, 1972 , comes into effect with the following wording:",None,art of law nº 5.862 of decemb come into effect with the follow word
1251,1251,Law 13.319/2016 - Airport Tariff,Art. 3 par 1,"The attribution foreseen in the caput may be performed by means of an administrative act or by means of direct contracting of Infraero by the Union, under the terms of the regulation.",None,the attribut foreseen in the caput may be perform by mean of an administr act or by mean of direct contract of infraero by the union under the term of the regul
1252,1252,Law 13.319/2016 - Airport Tariff,Art. 3 par 2,"For the fulfillment of its social objective, Infraero is authorized to: I - create subsidiaries; II - participate, at together with its subsidiaries, minority-owned or
majority, of other public or private companies; III - transfer to the Aeronautics Command, of the Ministry of Defense, a subsidiary whose object is air navigation.",None,for the fulfil of it social object infraero is author to i creat subsidiari ii particip at togeth with it subsidiari minority-own or major of other public or privat compani iii transfer to the aeronaut command of the ministri of defens a subsidiari whose object is air navig
1253,1253,Law 13.319/2016 - Airport Tariff,Art. 3 par 3,The subsidiaries and companies mentioned in items I and II of Paragraph 2 may also operate abroad. (NR),None,the subsidiari and compani mention in item i and ii of paragraph may also oper abroad nr
1254,1254,Law 13.319/2016 - Airport Tariff,Art. 4,"Law No. 7.565, of December 19, 1986 , comes into effect with the following changes: ""Art. 38-A. The airport operator may remove aircraft, equipment and other goods left in the airport areas whenever they restrict the operation, capacity expansion or regular operation of the airport or cause health or environmental risks.",None,law no 7.565 of decemb come into effect with the follow chang `` art 38-a the airport oper may remov aircraft equip and other good left in the airport area whenev they restrict the oper capac expans or regular oper of the airport or caus health or environment risk
1255,1255,Law 13.319/2016 - Airport Tariff,Art. 4 par 1,"The caput also applies to aircraft, equipment and other assets belonging to a bankrupt estate, upon communication to the competent court.",None,the caput also appli to aircraft equip and other asset belong to a bankrupt estat upon commun to the compet court
1256,1256,Law 13.319/2016 - Airport Tariff,Art. 4 par 2,"Paragraph 2 The expenses incurred with the arrangements under this article will be reimbursed by the owners of the assets and, in the event of bankruptcy, will constitute extramarginal
claims to be paid by the estate.",None,paragraph the expens incur with the arrang under thi articl will be reimburs by the owner of the asset and in the event of bankruptci will constitut extramargin claim to be paid by the estat
1257,1257,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 5,The airports subject to the Ceiling Revenue and the respective values will be established by an Ordinance from the competent Superintendence.,B,the airport subject to the ceil revenu and the respect valu will be establish by an ordin from the compet superintend
1258,1258,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 11,The Supported Proposal constitutes a regulatory flexibility mechanism whose objective is efficiency in airport management.,A,the support propos constitut a regulatori flexibl mechan whose object is effici in airport manag
1259,1259,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 12,"Infraero may, with the support of the Airlines, submit a Supported Proposal, jointly or separately: I - change Ceiling Revenue values or establish alternative charging models; II - establish commitments regarding the provision of airport infrastructure and services; III - establish the X Factor that will be in effect in the subsequent five-year period as of the end of the current five-year period.",A,infraero may with the support of the airlin submit a support propos jointli or separ i chang ceil revenu valu or establish altern charg model ii establish commit regard the provis of airport infrastructur and servic iii establish the x factor that will be in effect in the subsequ five-year period a of the end of the current five-year period
1260,1260,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 13,"The Agency shall approve or reject the proposal taking into consideration: I - best practice criteria for charging, investment, operational efficiency or service quality at airports; and/or II - the interests of the airports' end users.",A,the agenc shall approv or reject the propos take into consider i best practic criterion for charg invest oper effici or servic qualiti at airport and/or ii the interest of the airport end user
1261,1261,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 18,"The collection of Revenue per Adjusted Passenger higher than the Ceiling Revenue established for the calendar year constitutes an infraction when the difference ascertained, according to the formula in § 2 of art. 4 of the Annex to this Resolution, is: I - greater than 10%, in the first five calendar years after this Resolution becomes effective; or II - greater than 7%, as of the sixth calendar year after this Resolution becomes effective; or III - greater than zero, in the last calendar year of operation, in eventual cases of operational transfer.",B,the collect of revenu per adjust passeng higher than the ceil revenu establish for the calendar year constitut an infract when the differ ascertain accord to the formula in § of art of the annex to thi resolut is i greater than in the first five calendar year after thi resolut becom effect or ii greater than a of the sixth calendar year after thi resolut becom effect or iii greater than zero in the last calendar year of oper in eventu case of oper transfer
1262,1262,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 1,"Establish, under the terms of this Resolution, the tariff system applicable to activities of boarding, connection, landing and stay at airports managed by the Brazilian Airport Infrastructure Company - Infraero.",None,establish under the term of thi resolut the tariff system applic to activ of board connect land and stay at airport manag by the brazilian airport infrastructur compani infraero
1263,1263,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item I,"For the purposes of this Resolution, it is considered: Calendar year: period of time consisting of 12 months, beginning on January 1st and ending on December 31st;",None,for the purpos of thi resolut it is consid calendar year period of time consist of month begin on januari 1st and end on decemb 31st
1264,1264,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,Art. 2 item II,"Airport Activities (or simply Activities): defined, for the purposes of this Resolution, as the activities of boarding and connecting passengers and of landing and staying of aircraft;",None,airport activ or simpli activ defin for the purpos of thi resolut a the activ of board and connect passeng and of land and stay of aircraft
